Time (s),Event type,Data
0.006,Task Created,10
3.471,Task Assigned,Op0: RESMAN
4.174,Task Assigned,Op1: SYSMON
6.604,Task Assigned,Op2: COMM
7.435,Task Assigned,Op3: RESMAN
9.106,Task Missed,TRACK
9.710,Task Assigned,Op4: RESMAN
10.098,Task Assigned,Op5: TRACK
13.916,Task Missed,SYSMON
14.017,Task Assigned,Op5: TRACK
14.690,Task Assigned,Op4: RESMAN
15.013,Task Created,5
17.258,Task Assigned,Op3: TRACK
18.928,Task Assigned,Op2: RESMAN
21.756,Task Assigned,Op0: RESMAN
22.285,Task Assigned,Op1: SYSMON
24.746,Task Assigned,Op5: COMM
25.400,Task Assigned,Op4: TRACK
27.151,Task Assigned,Op3: COMM
30.001,Task Created,5
33.746,Task Assigned,Op2: COMM
36.347,Task Missed,TRACK
37.497,Task Assigned,Op0: SYSMON
38.327,Task Assigned,Op1: COMM
42.101,Task Assigned,Op2: TRACK
45.549,Task Assigned,Op1: TRACK
60.004,Task Created,20
66.270,Task Missed,TRACK
68.768,Task Assigned,Op1: TRACK
69.455,Task Assigned,Op1: COMM
71.504,Task Assigned,Op1: TRACK
72.112,Task Assigned,Op1: COMM
74.489,Task Assigned,Op2: RESMAN
75.304,Task Assigned,Op2: RESMAN
77.747,Task Missed,TRACK
79.005,Task Assigned,Op1: COMM
79.592,Task Assigned,Op1: SYSMON
82.309,Task Assigned,Op1: SYSMON
83.122,Task Assigned,Op1: COMM
87.725,Task Assigned,Op2: TRACK
87.749,Task Assigned,Op2: TRACK
88.481,Task Assigned,Op2: COMM
90.033,Task Created,10
91.196,Task Assigned,Op2: SYSMON
91.992,Task Assigned,Op2: COMM
94.474,Task Assigned,Op1: COMM
95.210,Task Assigned,Op1: RESMAN
98.531,Task Missed,COMM
99.055,Task Assigned,Op1: SYSMON
102.196,Task Assigned,Op1: SYSMON
102.985,Task Assigned,Op1: RESMAN
106.957,Task Assigned,Op1: TRACK
107.620,Task Assigned,Op1: TRACK
110.338,Task Missed,RESMAN
110.444,Task Missed,COMM
113.089,Task Missed,TRACK
113.172,Task Assigned,Op1: RESMAN
118.594,Task Assigned,Op1: RESMAN
119.345,Task Assigned,Op1: TRACK
120.027,Task Created,10
123.776,Task Missed,TRACK
124.803,Task Assigned,Op1: TRACK
127.926,Task Missed,TRACK
128.828,Task Assigned,Op1: TRACK
135.205,Task Assigned,Op1: SYSMON
136.767,Task Assigned,Op1: COMM
139.770,Task Assigned,Op2: RESMAN
143.790,Task Assigned,Op3: RESMAN
143.892,Task Missed,COMM
144.536,Task Missed,RESMAN
145.637,Task Assigned,Op4: TRACK
148.222,Task Assigned,Op5: COMM
150.015,Task Created,10
151.131,Task Assigned,Op0: SYSMON
153.552,Task Assigned,Op1: TRACK
155.458,Task Assigned,Op2: RESMAN
156.231,Task Missed,SYSMON
156.246,Task Missed,COMM
157.946,Task Assigned,Op3: SYSMON
159.360,Task Assigned,Op4: SYSMON
161.536,Task Assigned,Op5: SYSMON
163.905,Task Missed,COMM
165.093,Task Assigned,Op0: COMM
166.217,Task Assigned,Op1: COMM
169.294,Task Assigned,Op2: SYSMON
170.514,Task Assigned,Op3: TRACK
172.984,Task Assigned,Op4: COMM
173.671,Task Assigned,Op5: RESMAN
176.644,Task Assigned,Op0: COMM
177.868,Task Assigned,Op1: TRACK
180.016,Task Created,15
180.337,Task Assigned,Op2: COMM
181.862,Task Assigned,Op3: COMM
183.283,Task Missed,RESMAN
183.398,Task Missed,RESMAN
183.636,Task Assigned,Op4: TRACK
185.602,Task Assigned,Op5: RESMAN
188.413,Task Assigned,Op0: COMM
189.037,Task Assigned,Op1: RESMAN
190.614,Task Missed,RESMAN
190.949,Task Assigned,Op2: TRACK
191.060,Task Assigned,Op2: SYSMON
191.691,Task Assigned,Op2: RESMAN
193.925,Task Assigned,Op3: TRACK
194.812,Task Assigned,Op4: TRACK
197.162,Task Assigned,Op5: TRACK
201.800,Task Assigned,Op0: TRACK
201.803,Task Assigned,Op0: TRACK
204.480,Task Assigned,Op1: RESMAN
204.504,Task Assigned,Op1: RESMAN
206.925,Task Assigned,Op2: SYSMON
206.941,Task Assigned,Op2: SYSMON
206.960,Task Assigned,Op2: RESMAN
209.880,Task Assigned,Op3: RESMAN
210.009,Task Created,15
213.318,Task Assigned,Op3: SYSMON
215.081,Task Assigned,Op4: TRACK
215.137,Task Assigned,Op4: TRACK
216.972,Task Missed,COMM
217.909,Task Assigned,Op5: RESMAN
217.966,Task Assigned,Op5: COMM
221.805,Task Assigned,Op0: COMM
221.874,Task Assigned,Op0: TRACK
224.217,Task Assigned,Op1: COMM
224.298,Task Assigned,Op1: RESMAN
224.298,Task Assigned,Op1: TRACK
225.782,Task Missed,RESMAN
226.308,Task Assigned,Op2: TRACK
226.348,Task Assigned,Op2: COMM
228.777,Task Assigned,Op3: SYSMON
228.819,Task Assigned,Op3: RESMAN
232.474,Task Assigned,Op4: RESMAN
240.001,Task Created,10
243.066,Task Assigned,Op4: SYSMON
244.648,Task Assigned,Op5: TRACK
244.707,Task Assigned,Op5: COMM
248.523,Task Assigned,Op0: SYSMON
248.575,Task Assigned,Op0: TRACK
250.716,Task Assigned,Op1: TRACK
250.730,Task Assigned,Op1: SYSMON
253.073,Task Assigned,Op2: COMM
253.076,Task Assigned,Op2: RESMAN
257.394,Task Missed,SYSMON
260.210,Task Assigned,Op3: SYSMON
270.003,Task Created,20
273.952,Task Assigned,Op3: COMM
273.956,Task Assigned,Op3: SYSMON
274.389,Task Missed,TRACK
276.419,Task Assigned,Op4: RESMAN
276.468,Task Assigned,Op4: RESMAN
279.075,Task Assigned,Op5: TRACK
279.114,Task Assigned,Op5: RESMAN
282.300,Task Missed,RESMAN
282.374,Task Assigned,Op0: COMM
284.472,Task Assigned,Op1: RESMAN
287.419,Task Assigned,Op3: TRACK
288.597,Task Missed,COMM
288.638,Task Assigned,Op3: TRACK
290.645,Task Assigned,Op4: TRACK
290.689,Task Assigned,Op4: COMM
293.155,Task Assigned,Op5: RESMAN
293.308,Task Assigned,Op5: RESMAN
293.312,Task Assigned,Op5: RESMAN
296.622,Task Assigned,Op0: SYSMON
296.700,Task Assigned,Op0: SYSMON
298.897,Task Assigned,Op1: TRACK
300.028,Task Created,6
300.997,Task Assigned,Op3: COMM
301.038,Task Assigned,Op3: SYSMON
303.377,Task Assigned,Op4: SYSMON
303.380,Task Assigned,Op4: COMM
305.963,Task Assigned,Op5: SYSMON
306.073,Task Assigned,Op5: SYSMON
309.640,Task Assigned,Op0: TRACK
309.742,Task Assigned,Op0: TRACK
312.428,Task Assigned,Op1: RESMAN
330.023,Task Created,6
332.720,Task Assigned,Op3: TRACK
333.470,Task Assigned,Op3: SYSMON
335.334,Task Assigned,Op4: SYSMON
335.431,Task Assigned,Op4: TRACK
338.130,Task Assigned,Op5: COMM
338.431,Task Assigned,Op5: COMM
360.001,Task Created,6
363.490,Task Assigned,Op0: TRACK
363.516,Task Assigned,Op0: RESMAN
365.828,Task Assigned,Op1: COMM
368.897,Task Assigned,Op3: SYSMON
368.897,Task Assigned,Op3: SYSMON
370.514,Task Assigned,Op4: RESMAN
390.011,Task Created,6
394.384,Task Assigned,Op0: TRACK
394.450,Task Assigned,Op0: RESMAN
396.804,Task Assigned,Op1: RESMAN
397.879,Task Assigned,Op2: TRACK
400.864,Task Assigned,Op3: SYSMON
400.915,Task Assigned,Op3: TRACK
420.007,Task Created,6
423.775,Task Assigned,Op5: SYSMON
424.521,Task Assigned,Op4: SYSMON
426.871,Task Assigned,Op3: SYSMON
428.941,Task Assigned,Op0: RESMAN
431.444,Task Assigned,Op5: SYSMON
433.130,Task Assigned,Op5: SYSMON
End of Trial
