Time (s),Event type,Data
0.006,Task Created,10
15.019,Task Created,5
26.928,Task Assigned,Op3: SYSMON
30.012,Task Created,5
32.453,Task Missed,SYSMON
32.497,Task Missed,SYSMON
34.061,Task Missed,COMM
34.177,Task Missed,SYSMON
42.414,Task Assigned,Op5: RESMAN
46.892,Task Assigned,Op3: SYSMON
54.827,Task Assigned,Op2: COMM
55.295,Task Assigned,Op4: SYSMON
57.005,Task Missed,RESMAN
60.003,Task Created,20
62.049,Task Missed,TRACK
62.581,Task Missed,TRACK
63.694,Task Assigned,Op1: TRACK
66.859,Task Missed,SYSMON
67.943,Task Missed,SYSMON
68.617,Task Missed,RESMAN
68.736,Task Assigned,Op4: RESMAN
69.274,Task Missed,SYSMON
70.706,Task Missed,RESMAN
73.347,Task Assigned,Op0: RESMAN
76.467,Task Assigned,Op5: SYSMON
78.237,Task Assigned,Op3: TRACK
79.595,Task Missed,SYSMON
79.703,Task Missed,SYSMON
79.713,Task Missed,RESMAN
80.574,Task Assigned,Op1: SYSMON
81.506,Task Missed,RESMAN
86.682,Task Assigned,Op2: TRACK
90.015,Task Created,10
91.032,Task Assigned,Op4: SYSMON
92.432,Task Assigned,Op3: RESMAN
93.088,Task Missed,RESMAN
93.974,Task Missed,SYSMON
95.092,Task Assigned,Op0: TRACK
95.835,Task Assigned,Op1: RESMAN
96.794,Task Missed,SYSMON
97.471,Task Missed,SYSMON
97.932,Task Missed,COMM
98.418,Task Missed,SYSMON
100.280,Task Assigned,Op5: SYSMON
102.401,Task Missed,SYSMON
102.455,Task Missed,SYSMON
102.880,Task Missed,SYSMON
103.915,Task Assigned,Op2: SYSMON
105.383,Task Missed,SYSMON
105.464,Task Missed,SYSMON
106.206,Task Assigned,Op4: TRACK
106.653,Task Missed,SYSMON
111.310,Task Assigned,Op5: RESMAN
116.027,Task Assigned,Op0: SYSMON
117.648,Task Missed,RESMAN
119.248,Task Missed,RESMAN
120.013,Task Created,10
123.494,Task Assigned,Op2: SYSMON
124.882,Task Missed,TRACK
125.762,Task Assigned,Op3: COMM
126.947,Task Missed,COMM
131.531,Task Assigned,Op0: RESMAN
134.365,Task Assigned,Op1: RESMAN
137.508,Task Assigned,Op5: TRACK
139.210,Task Assigned,Op2: COMM
139.988,Task Missed,COMM
143.627,Task Assigned,Op4: SYSMON
145.955,Task Missed,SYSMON
146.039,Task Missed,TRACK
146.068,Task Missed,RESMAN
147.222,Task Assigned,Op3: RESMAN
150.019,Task Created,10
151.354,Task Assigned,Op1: SYSMON
152.321,Task Missed,RESMAN
152.739,Task Missed,COMM
152.899,Task Missed,SYSMON
155.061,Task Assigned,Op2: TRACK
157.010,Task Assigned,Op4: COMM
158.528,Task Assigned,Op2: COMM
158.555,Task Missed,SYSMON
160.004,Task Assigned,Op3: COMM
161.311,Task Missed,COMM
161.353,Task Missed,RESMAN
161.409,Task Missed,RESMAN
161.430,Task Missed,TRACK
162.342,Task Assigned,Op0: SYSMON
164.987,Task Assigned,Op5: RESMAN
166.366,Task Missed,SYSMON
166.667,Task Missed,RESMAN
166.720,Task Missed,RESMAN
167.046,Task Missed,SYSMON
167.499,Task Assigned,Op1: RESMAN
168.278,Task Missed,COMM
168.415,Task Missed,SYSMON
168.546,Task Missed,TRACK
171.268,Task Assigned,Op4: COMM
172.602,Task Missed,RESMAN
172.602,Task Missed,SYSMON
173.910,Task Assigned,Op0: COMM
176.769,Task Missed,RESMAN
180.004,Task Created,15
182.198,Task Assigned,Op2: SYSMON
182.201,Task Assigned,Op3: RESMAN
