Time (s),Event type,Data
0.006,Task Created,10
3.485,Task Assigned,Op4: SYSMON
4.817,Task Assigned,Op3: COMM
5.651,Task Assigned,Op2: COMM
6.668,Task Assigned,Op1: SYSMON
7.914,Task Assigned,Op0: SYSMON
14.371,Task Assigned,Op5: SYSMON
15.018,Task Created,5
17.246,Task Assigned,Op0: RESMAN
19.181,Task Assigned,Op1: SYSMON
21.809,Task Assigned,Op2: RESMAN
30.005,Task Created,5
33.895,Task Assigned,Op4: SYSMON
35.090,Task Assigned,Op4: COMM
36.862,Task Assigned,Op5: SYSMON
38.088,Task Missed,TRACK
41.871,Task Assigned,Op4: SYSMON
46.342,Task Assigned,Op3: TRACK
47.798,Task Assigned,Op1: COMM
49.532,Task Assigned,Op0: RESMAN
50.962,Task Assigned,Op0: TRACK
55.997,Task Assigned,Op1: SYSMON
59.227,Task Assigned,Op2: TRACK
60.000,Task Created,20
63.113,Task Assigned,Op3: SYSMON
68.355,Task Assigned,Op5: RESMAN
70.982,Task Assigned,Op4: SYSMON
77.725,Task Assigned,Op1: RESMAN
81.461,Task Assigned,Op0: SYSMON
83.905,Task Assigned,Op0: COMM
90.009,Task Created,10
91.917,Task Missed,RESMAN
93.285,Task Assigned,Op2: SYSMON
95.290,Task Assigned,Op3: COMM
100.389,Task Assigned,Op4: COMM
101.976,Task Assigned,Op5: RESMAN
106.894,Task Missed,COMM
107.456,Task Assigned,Op1: COMM
120.008,Task Created,10
122.523,Task Assigned,Op2: TRACK
125.161,Task Assigned,Op3: RESMAN
129.472,Task Assigned,Op5: COMM
131.521,Task Assigned,Op4: TRACK
145.706,Task Assigned,Op5: COMM
146.778,Task Missed,COMM
147.048,Task Assigned,Op4: RESMAN
149.206,Task Assigned,Op0: RESMAN
150.002,Task Created,10
151.604,Task Missed,SYSMON
151.623,Task Assigned,Op1: RESMAN
157.354,Task Assigned,Op2: SYSMON
160.407,Task Missed,SYSMON
161.200,Task Missed,RESMAN
163.813,Task Assigned,Op3: SYSMON
167.826,Task Assigned,Op4: COMM
170.696,Task Assigned,Op5: COMM
180.021,Task Created,15
182.197,Task Missed,SYSMON
182.560,Task Missed,SYSMON
182.645,Task Missed,SYSMON
182.841,Task Missed,COMM
183.704,Task Missed,COMM
183.704,Task Missed,COMM
184.196,Task Missed,SYSMON
184.253,Task Missed,COMM
184.354,Task Missed,SYSMON
185.336,Task Missed,COMM
185.464,Task Missed,SYSMON
186.655,Task Assigned,Op5: COMM
188.166,Task Missed,COMM
