Time (s),Event type,Data
0.005,Task Created,10
4.760,Task Assigned,Op4: TRACK
7.656,Task Assigned,Op2: TRACK
9.629,Task Assigned,Op0: SYSMON
12.523,Task Assigned,Op3: TRACK
15.007,Task Created,5
16.694,Task Assigned,Op4: RESMAN
18.250,Task Assigned,Op2: RESMAN
22.399,Task Assigned,Op4: RESMAN
24.457,Task Assigned,Op3: COMM
27.967,Task Assigned,Op0: SYSMON
30.014,Task Created,5
31.844,Task Assigned,Op5: COMM
38.046,Task Assigned,Op2: TRACK
41.177,Task Assigned,Op3: SYSMON
43.096,Task Assigned,Op5: COMM
45.559,Task Assigned,Op1: SYSMON
47.729,Task Assigned,Op0: RESMAN
51.213,Task Assigned,Op2: TRACK
52.945,Task Assigned,Op4: RESMAN
55.789,Task Assigned,Op1: SYSMON
59.179,Task Assigned,Op5: TRACK
60.020,Task Created,20
63.167,Task Assigned,Op3: SYSMON
65.824,Task Assigned,Op4: RESMAN
70.429,Task Assigned,Op2: TRACK
74.308,Task Assigned,Op3: COMM
76.511,Task Assigned,Op0: RESMAN
78.417,Task Assigned,Op1: TRACK
82.021,Task Assigned,Op5: COMM
89.241,Task Assigned,Op3: SYSMON
90.015,Task Created,10
97.372,Task Assigned,Op5: COMM
98.867,Task Assigned,Op3: SYSMON
101.547,Task Assigned,Op0: COMM
107.901,Task Assigned,Op1: RESMAN
115.501,Task Assigned,Op5: COMM
119.011,Task Assigned,Op3: SYSMON
120.017,Task Created,10
123.578,Task Assigned,Op0: RESMAN
128.791,Task Assigned,Op2: TRACK
130.237,Task Missed,SYSMON
130.286,Task Missed,COMM
130.982,Task Assigned,Op1: RESMAN
134.038,Task Assigned,Op5: SYSMON
138.202,Task Assigned,Op3: COMM
140.090,Task Assigned,Op4: TRACK
144.281,Task Assigned,Op0: SYSMON
149.121,Task Assigned,Op3: RESMAN
150.030,Task Created,10
151.205,Task Missed,TRACK
151.669,Task Assigned,Op5: RESMAN
155.099,Task Assigned,Op4: RESMAN
157.083,Task Assigned,Op2: RESMAN
159.305,Task Assigned,Op0: COMM
160.367,Task Missed,COMM
164.065,Task Assigned,Op2: SYSMON
166.661,Task Assigned,Op1: TRACK
171.314,Task Assigned,Op5: COMM
173.640,Task Assigned,Op3: SYSMON
177.416,Task Assigned,Op0: COMM
180.010,Task Created,15
181.060,Task Assigned,Op1: SYSMON
183.962,Task Assigned,Op0: SYSMON
184.992,Task Missed,TRACK
187.850,Task Assigned,Op4: RESMAN
190.214,Task Assigned,Op2: COMM
191.006,Task Missed,SYSMON
191.856,Task Assigned,Op3: TRACK
193.991,Task Assigned,Op5: SYSMON
195.720,Task Assigned,Op4: RESMAN
201.427,Task Assigned,Op1: SYSMON
203.786,Task Assigned,Op0: SYSMON
205.793,Task Assigned,Op5: TRACK
208.834,Task Assigned,Op2: COMM
210.008,Task Created,15
211.159,Task Missed,TRACK
212.166,Task Missed,RESMAN
213.122,Task Missed,RESMAN
214.256,Task Assigned,Op3: COMM
223.080,Task Missed,TRACK
223.249,Task Missed,RESMAN
225.071,Task Assigned,Op0: SYSMON
228.674,Task Assigned,Op5: COMM
231.449,Task Assigned,Op2: RESMAN
233.590,Task Assigned,Op1: TRACK
236.647,Task Assigned,Op4: RESMAN
238.051,Task Assigned,Op3: TRACK
240.019,Task Created,10
240.607,Task Assigned,Op0: COMM
247.082,Task Assigned,Op2: COMM
249.940,Task Assigned,Op1: RESMAN
253.396,Task Assigned,Op0: TRACK
255.718,Task Assigned,Op5: RESMAN
258.716,Task Assigned,Op4: RESMAN
263.391,Task Assigned,Op2: RESMAN
266.346,Task Assigned,Op3: TRACK
268.754,Task Assigned,Op5: SYSMON
270.017,Task Created,15
271.726,Task Missed,RESMAN
272.180,Task Assigned,Op1: COMM
272.975,Task Missed,COMM
273.722,Task Missed,COMM
277.817,Task Missed,COMM
278.047,Task Missed,TRACK
280.757,Task Missed,COMM
282.916,Task Assigned,Op4: RESMAN
284.683,Task Assigned,Op5: SYSMON
287.817,Task Assigned,Op1: RESMAN
290.758,Task Missed,RESMAN
290.758,Task Missed,COMM
291.472,Task Assigned,Op2: TRACK
292.489,Task Missed,COMM
293.242,Task Assigned,Op0: COMM
298.501,Task Assigned,Op3: RESMAN
300.021,Task Created,7
300.272,Task Assigned,Op5: SYSMON
301.427,Task Missed,COMM
301.557,Task Missed,TRACK
302.874,Task Assigned,Op0: TRACK
308.243,Task Assigned,Op4: COMM
309.656,Task Assigned,Op2: COMM
311.707,Task Assigned,Op1: SYSMON
313.383,Task Missed,TRACK
313.879,Task Missed,TRACK
314.104,Task Assigned,Op0: COMM
318.250,Task Missed,TRACK
318.670,Task Assigned,Op5: SYSMON
320.313,Task Assigned,Op3: COMM
322.592,Task Assigned,Op4: TRACK
328.683,Task Assigned,Op2: TRACK
329.238,Task Missed,SYSMON
329.284,Task Missed,COMM
329.382,Task Missed,COMM
330.006,Task Created,7
330.397,Task Missed,COMM
332.149,Task Missed,TRACK
332.214,Task Assigned,Op1: RESMAN
333.925,Task Assigned,Op0: SYSMON
337.391,Task Assigned,Op5: RESMAN
339.395,Task Assigned,Op3: COMM
347.892,Task Assigned,Op3: COMM
349.062,Task Missed,TRACK
349.844,Task Assigned,Op4: COMM
354.169,Task Missed,TRACK
355.753,Task Assigned,Op0: TRACK
358.548,Task Assigned,Op2: RESMAN
360.004,Task Created,7
361.529,Task Assigned,Op5: TRACK
