Time (s),Event type,Data
0.017,Task Created,10
5.450,Task Assigned,Op5: SYSMON
10.275,Task Assigned,Op4: RESMAN
12.681,Task Assigned,Op3: RESMAN
15.032,Task Created,5
15.200,Task Assigned,Op2: TRACK
16.918,Task Missed,TRACK
17.317,Task Assigned,Op1: SYSMON
20.745,Task Assigned,Op0: SYSMON
29.907,Task Assigned,Op4: TRACK
30.006,Task Created,5
31.871,Task Missed,TRACK
34.402,Task Missed,SYSMON
35.066,Task Missed,COMM
35.404,Task Missed,COMM
35.502,Task Missed,TRACK
40.714,Task Assigned,Op0: TRACK
41.832,Task Missed,TRACK
46.982,Task Assigned,Op4: RESMAN
53.111,Task Assigned,Op4: COMM
55.202,Task Assigned,Op2: SYSMON
56.836,Task Missed,COMM
57.093,Task Assigned,Op1: RESMAN
59.712,Task Missed,TRACK
59.990,Task Assigned,Op0: COMM
60.042,Task Assigned,Op0: COMM
60.047,Task Created,20
62.087,Task Missed,TRACK
63.523,Task Missed,SYSMON
63.523,Task Missed,COMM
63.523,Task Missed,SYSMON
67.041,Task Missed,TRACK
67.140,Task Assigned,Op5: SYSMON
74.255,Task Assigned,Op2: SYSMON
75.040,Task Missed,SYSMON
76.262,Task Assigned,Op3: COMM
78.087,Task Missed,RESMAN
85.798,Task Missed,RESMAN
87.286,Task Assigned,Op5: COMM
88.602,Task Missed,TRACK
88.728,Task Assigned,Op4: COMM
90.037,Task Created,10
90.875,Task Missed,RESMAN
91.705,Task Missed,TRACK
91.710,Task Assigned,Op1: COMM
91.800,Task Missed,SYSMON
91.918,Task Missed,RESMAN
92.996,Task Missed,SYSMON
93.102,Task Missed,SYSMON
96.208,Task Missed,SYSMON
96.272,Task Missed,RESMAN
96.369,Task Assigned,Op0: TRACK
100.927,Task Assigned,Op2: RESMAN
103.121,Task Assigned,Op3: RESMAN
103.256,Task Missed,SYSMON
103.460,Task Assigned,Op3: SYSMON
103.785,Task Missed,TRACK
105.301,Task Missed,SYSMON
105.342,Task Missed,COMM
105.576,Task Missed,RESMAN
106.010,Task Assigned,Op5: RESMAN
107.959,Task Missed,RESMAN
108.296,Task Missed,SYSMON
112.612,Task Missed,COMM
112.840,Task Missed,COMM
112.880,Task Missed,RESMAN
112.880,Task Missed,TRACK
112.984,Task Missed,COMM
112.989,Task Assigned,Op1: RESMAN
113.080,Task Missed,SYSMON
113.191,Task Missed,SYSMON
114.761,Task Missed,SYSMON
