Time (s),Event type,Data
0.008,Task Created,10
3.125,Task Missed,TRACK
3.553,Task Missed,TRACK
3.998,Task Assigned,Op0: COMM
6.101,Task Assigned,Op1: COMM
10.660,Task Assigned,Op2: RESMAN
11.529,Task Assigned,Op3: COMM
13.950,Task Assigned,Op5: TRACK
14.789,Task Assigned,Op4: RESMAN
15.001,Task Created,5
21.787,Task Assigned,Op4: RESMAN
26.912,Task Assigned,Op0: RESMAN
27.783,Task Assigned,Op1: COMM
30.008,Task Created,5
32.099,Task Assigned,Op2: TRACK
36.649,Task Missed,SYSMON
37.916,Task Assigned,Op2: SYSMON
38.961,Task Assigned,Op0: COMM
42.092,Task Assigned,Op1: RESMAN
52.604,Task Assigned,Op3: COMM
54.186,Task Assigned,Op5: SYSMON
58.809,Task Assigned,Op0: TRACK
60.013,Task Created,20
60.031,Task Assigned,Op1: SYSMON
62.891,Task Assigned,Op1: COMM
65.470,Task Missed,SYSMON
66.015,Task Assigned,Op2: COMM
66.034,Task Assigned,Op2: COMM
66.891,Task Assigned,Op3: RESMAN
70.094,Task Assigned,Op5: RESMAN
71.073,Task Assigned,Op5: COMM
76.783,Task Assigned,Op3: TRACK
80.320,Task Assigned,Op1: COMM
82.560,Task Assigned,Op0: RESMAN
86.157,Task Missed,SYSMON
86.472,Task Missed,SYSMON
86.923,Task Assigned,Op4: TRACK
90.009,Task Created,10
91.343,Task Assigned,Op3: TRACK
91.370,Task Assigned,Op3: TRACK
93.057,Task Missed,SYSMON
93.062,Task Missed,SYSMON
94.245,Task Missed,SYSMON
94.318,Task Assigned,Op2: SYSMON
96.254,Task Assigned,Op0: RESMAN
97.153,Task Missed,COMM
97.453,Task Assigned,Op1: SYSMON
106.519,Task Assigned,Op4: SYSMON
110.339,Task Assigned,Op3: COMM
112.380,Task Assigned,Op2: RESMAN
116.163,Task Assigned,Op0: RESMAN
116.186,Task Assigned,Op0: RESMAN
116.283,Task Assigned,Op1: SYSMON
116.942,Task Missed,RESMAN
120.009,Task Created,10
122.290,Task Missed,TRACK
123.757,Task Assigned,Op0: SYSMON
127.258,Task Missed,COMM
129.973,Task Assigned,Op1: TRACK
133.893,Task Assigned,Op1: TRACK
137.291,Task Missed,SYSMON
139.800,Task Assigned,Op5: COMM
141.379,Task Assigned,Op3: SYSMON
143.178,Task Assigned,Op4: TRACK
149.074,Task Assigned,Op2: SYSMON
150.006,Task Created,10
150.543,Task Assigned,Op0: COMM
154.052,Task Assigned,Op1: SYSMON
161.036,Task Assigned,Op4: TRACK
163.183,Task Assigned,Op4: RESMAN
165.625,Task Assigned,Op3: SYSMON
166.342,Task Assigned,Op2: TRACK
168.515,Task Assigned,Op0: TRACK
169.055,Task Assigned,Op1: TRACK
179.623,Task Assigned,Op0: SYSMON
180.009,Task Created,15
185.074,Task Assigned,Op2: RESMAN
186.319,Task Missed,SYSMON
187.589,Task Missed,SYSMON
189.996,Task Missed,COMM
190.524,Task Missed,COMM
190.851,Task Assigned,Op4: SYSMON
192.709,Task Assigned,Op5: TRACK
196.382,Task Assigned,Op3: SYSMON
197.718,Task Assigned,Op2: RESMAN
201.930,Task Assigned,Op0: SYSMON
203.651,Task Missed,RESMAN
206.229,Task Assigned,Op1: RESMAN
206.960,Task Missed,COMM
209.723,Task Missed,RESMAN
210.002,Task Created,15
210.613,Task Assigned,Op2: RESMAN
212.348,Task Assigned,Op4: RESMAN
212.532,Task Missed,TRACK
213.058,Task Missed,COMM
213.650,Task Missed,COMM
213.877,Task Missed,RESMAN
214.095,Task Missed,SYSMON
214.251,Task Assigned,Op5: RESMAN
216.396,Task Assigned,Op3: COMM
218.908,Task Missed,RESMAN
219.982,Task Assigned,Op0: RESMAN
221.510,Task Assigned,Op0: COMM
223.370,Task Missed,COMM
224.707,Task Assigned,Op1: SYSMON
225.640,Task Assigned,Op2: RESMAN
227.779,Task Missed,TRACK
229.938,Task Assigned,Op3: RESMAN
230.208,Task Missed,RESMAN
231.848,Task Missed,COMM
233.985,Task Assigned,Op4: SYSMON
235.824,Task Missed,RESMAN
236.968,Task Assigned,Op5: RESMAN
240.007,Task Created,10
242.691,Task Assigned,Op0: SYSMON
247.007,Task Assigned,Op1: TRACK
249.845,Task Assigned,Op2: RESMAN
250.785,Task Assigned,Op3: COMM
254.580,Task Assigned,Op5: RESMAN
256.359,Task Missed,SYSMON
258.271,Task Assigned,Op4: SYSMON
264.078,Task Assigned,Op4: COMM
268.033,Task Missed,SYSMON
269.873,Task Assigned,Op3: TRACK
270.034,Task Created,15
271.624,Task Missed,RESMAN
272.078,Task Missed,TRACK
272.231,Task Missed,TRACK
273.485,Task Missed,RESMAN
273.759,Task Missed,RESMAN
274.114,Task Assigned,Op0: COMM
275.081,Task Assigned,Op1: RESMAN
277.327,Task Missed,RESMAN
278.552,Task Missed,RESMAN
279.239,Task Assigned,Op2: TRACK
279.990,Task Missed,SYSMON
288.162,Task Assigned,Op3: SYSMON
289.581,Task Missed,RESMAN
289.717,Task Missed,RESMAN
289.962,Task Missed,RESMAN
290.024,Task Missed,COMM
290.122,Task Missed,SYSMON
290.693,Task Assigned,Op5: TRACK
291.135,Task Missed,RESMAN
291.598,Task Assigned,Op4: SYSMON
291.697,Task Missed,SYSMON
295.893,Task Assigned,Op0: RESMAN
298.223,Task Missed,SYSMON
300.011,Task Created,7
300.583,Task Assigned,Op1: COMM
301.137,Task Missed,SYSMON
301.994,Task Missed,RESMAN
302.600,Task Missed,TRACK
305.108,Task Assigned,Op3: RESMAN
306.153,Task Assigned,Op2: SYSMON
306.477,Task Missed,COMM
306.564,Task Missed,RESMAN
306.803,Task Missed,RESMAN
307.964,Task Missed,RESMAN
311.573,Task Assigned,Op0: COMM
312.765,Task Assigned,Op1: TRACK
316.082,Task Missed,RESMAN
316.780,Task Assigned,Op5: SYSMON
319.394,Task Assigned,Op4: RESMAN
324.275,Task Missed,RESMAN
325.312,Task Assigned,Op3: SYSMON
326.942,Task Assigned,Op2: COMM
329.110,Task Missed,SYSMON
329.277,Task Missed,RESMAN
330.022,Task Created,7
331.865,Task Missed,RESMAN
333.509,Task Assigned,Op5: RESMAN
337.003,Task Assigned,Op4: RESMAN
342.056,Task Assigned,Op2: RESMAN
344.710,Task Assigned,Op0: SYSMON
345.162,Task Missed,RESMAN
345.852,Task Missed,RESMAN
346.947,Task Assigned,Op1: RESMAN
347.718,Task Missed,RESMAN
352.451,Task Assigned,Op5: SYSMON
353.470,Task Assigned,Op4: TRACK
357.206,Task Assigned,Op3: RESMAN
360.006,Task Created,7
360.500,Task Assigned,Op2: RESMAN
363.957,Task Assigned,Op1: COMM
366.324,Task Assigned,Op0: COMM
370.890,Task Assigned,Op4: TRACK
373.198,Task Assigned,Op5: TRACK
375.111,Task Missed,SYSMON
375.698,Task Assigned,Op5: SYSMON
376.356,Task Missed,SYSMON
377.942,Task Assigned,Op4: RESMAN
381.909,Task Missed,TRACK
383.134,Task Assigned,Op4: COMM
386.136,Task Missed,RESMAN
386.885,Task Assigned,Op1: RESMAN
387.731,Task Assigned,Op0: TRACK
390.002,Task Created,7
395.672,Task Assigned,Op3: RESMAN
399.560,Task Assigned,Op2: TRACK
403.577,Task Assigned,Op5: SYSMON
404.442,Task Assigned,Op4: COMM
414.491,Task Assigned,Op2: COMM
418.624,Task Assigned,Op1: SYSMON
420.001,Task Created,7
421.203,Task Missed,TRACK
422.106,Task Missed,TRACK
422.691,Task Assigned,Op4: RESMAN
424.822,Task Missed,TRACK
426.911,Task Assigned,Op5: TRACK
437.066,Task Assigned,Op2: SYSMON
442.467,Task Missed,RESMAN
443.798,Task Assigned,Op3: TRACK
451.532,Task Assigned,Op4: COMM
457.305,Task Assigned,Op5: COMM
462.510,Task Missed,RESMAN
464.439,Task Assigned,Op1: TRACK
465.662,Task Assigned,Op2: RESMAN
467.707,Task Missed,RESMAN
472.446,Task Assigned,Op4: RESMAN
477.554,Task Assigned,Op0: SYSMON
483.042,Task Missed,COMM
483.066,Task Missed,SYSMON
483.156,Task Missed,TRACK
485.774,Task Assigned,Op3: TRACK
487.519,Task Missed,RESMAN
489.600,Task Assigned,Op2: SYSMON
492.265,Task Missed,TRACK
