Time (s),Event type,Data
0.007,Task Created,10
15.017,Task Created,5
30.018,Task Created,5
33.041,Task Assigned,Op2: TRACK
34.860,Task Missed,COMM
47.311,Task Assigned,Op3: TRACK
57.288,Task Assigned,Op5: COMM
60.017,Task Created,20
63.036,Task Missed,SYSMON
64.200,Task Missed,RESMAN
64.287,Task Missed,SYSMON
64.776,Task Missed,SYSMON
64.949,Task Missed,SYSMON
66.068,Task Missed,RESMAN
66.348,Task Missed,SYSMON
70.442,Task Assigned,Op2: COMM
71.347,Task Missed,COMM
74.289,Task Missed,RESMAN
74.375,Task Missed,TRACK
75.905,Task Assigned,Op3: SYSMON
76.594,Task Missed,RESMAN
76.755,Task Missed,SYSMON
78.209,Task Missed,SYSMON
83.557,Task Assigned,Op4: TRACK
87.945,Task Missed,SYSMON
88.923,Task Assigned,Op5: SYSMON
90.021,Task Created,10
93.482,Task Missed,RESMAN
95.238,Task Assigned,Op0: SYSMON
99.234,Task Missed,COMM
99.371,Task Missed,TRACK
100.261,Task Missed,RESMAN
100.617,Task Assigned,Op1: COMM
100.747,Task Missed,COMM
105.767,Task Assigned,Op2: TRACK
110.595,Task Missed,COMM
111.021,Task Assigned,Op3: SYSMON
117.522,Task Assigned,Op0: SYSMON
120.001,Task Created,10
120.309,Task Missed,RESMAN
126.970,Task Assigned,Op5: RESMAN
133.173,Task Assigned,Op2: SYSMON
138.062,Task Missed,SYSMON
138.889,Task Assigned,Op3: COMM
141.270,Task Assigned,Op0: TRACK
143.383,Task Assigned,Op1: TRACK
146.591,Task Assigned,Op0: TRACK
147.067,Task Missed,SYSMON
150.057,Task Created,10
150.819,Task Assigned,Op3: SYSMON
155.733,Task Missed,RESMAN
155.757,Task Missed,COMM
155.760,Task Missed,COMM
155.912,Task Missed,SYSMON
155.960,Task Missed,SYSMON
156.873,Task Missed,SYSMON
157.307,Task Missed,COMM
157.337,Task Missed,COMM
157.337,Task Missed,SYSMON
157.592,Task Missed,TRACK
158.431,Task Missed,SYSMON
158.446,Task Missed,RESMAN
158.613,Task Missed,COMM
158.789,Task Missed,SYSMON
159.701,Task Assigned,Op5: SYSMON
163.190,Task Missed,RESMAN
164.572,Task Assigned,Op4: COMM
173.145,Task Missed,SYSMON
174.964,Task Assigned,Op0: RESMAN
180.014,Task Created,15
181.962,Task Missed,TRACK
182.110,Task Missed,SYSMON
182.461,Task Missed,RESMAN
183.194,Task Missed,TRACK
183.841,Task Assigned,Op4: SYSMON
184.735,Task Missed,RESMAN
187.315,Task Missed,SYSMON
192.234,Task Assigned,Op2: RESMAN
199.636,Task Assigned,Op5: RESMAN
210.049,Task Created,15
210.710,Task Assigned,Op1: SYSMON
211.193,Task Missed,COMM
211.504,Task Missed,SYSMON
211.685,Task Missed,SYSMON
212.107,Task Missed,COMM
212.186,Task Missed,COMM
212.189,Task Missed,RESMAN
212.267,Task Missed,TRACK
212.309,Task Missed,COMM
212.411,Task Missed,COMM
212.415,Task Missed,SYSMON
212.501,Task Missed,COMM
212.521,Task Missed,SYSMON
212.891,Task Missed,SYSMON
