Time (s),Event type,Data
0.007,Task Created,10
15.022,Task Created,5
16.801,Task Assigned,Op3: SYSMON
30.072,Task Created,5
30.773,Task Assigned,Op3: TRACK
31.476,Task Missed,COMM
35.710,Task Assigned,Op1: SYSMON
38.912,Task Assigned,Op0: SYSMON
43.310,Task Assigned,Op1: TRACK
48.002,Task Assigned,Op5: COMM
53.007,Task Assigned,Op0: SYSMON
59.061,Task Assigned,Op5: COMM
60.047,Task Created,20
65.790,Task Assigned,Op0: RESMAN
71.359,Task Assigned,Op1: COMM
78.578,Task Assigned,Op5: RESMAN
80.876,Task Assigned,Op4: TRACK
86.135,Task Assigned,Op5: SYSMON
88.513,Task Assigned,Op4: SYSMON
90.044,Task Created,10
94.457,Task Assigned,Op1: TRACK
97.422,Task Assigned,Op0: COMM
102.067,Task Assigned,Op1: SYSMON
105.600,Task Assigned,Op0: SYSMON
108.089,Task Assigned,Op3: SYSMON
111.065,Task Assigned,Op2: RESMAN
115.753,Task Assigned,Op5: RESMAN
119.353,Task Assigned,Op5: SYSMON
120.053,Task Created,10
123.438,Task Assigned,Op3: TRACK
126.373,Task Assigned,Op0: RESMAN
128.912,Task Assigned,Op3: COMM
132.250,Task Assigned,Op4: TRACK
134.929,Task Assigned,Op3: SYSMON
139.952,Task Assigned,Op2: TRACK
143.380,Task Assigned,Op2: RESMAN
146.286,Task Assigned,Op0: SYSMON
149.709,Task Assigned,Op1: RESMAN
150.002,Task Created,10
152.279,Task Missed,TRACK
153.835,Task Missed,TRACK
155.186,Task Assigned,Op1: TRACK
157.731,Task Missed,TRACK
159.622,Task Assigned,Op3: SYSMON
161.198,Task Assigned,Op4: COMM
163.584,Task Assigned,Op5: SYSMON
166.300,Task Assigned,Op5: RESMAN
168.600,Task Assigned,Op4: TRACK
174.620,Task Assigned,Op0: COMM
177.934,Task Assigned,Op0: SYSMON
180.013,Task Created,15
182.931,Task Missed,SYSMON
182.956,Task Missed,TRACK
183.005,Task Missed,RESMAN
183.839,Task Missed,RESMAN
184.042,Task Missed,SYSMON
188.087,Task Assigned,Op3: COMM
190.766,Task Assigned,Op2: RESMAN
193.130,Task Assigned,Op2: SYSMON
196.416,Task Assigned,Op5: RESMAN
198.284,Task Assigned,Op5: SYSMON
200.548,Task Assigned,Op5: COMM
203.414,Task Assigned,Op4: COMM
205.385,Task Assigned,Op4: TRACK
210.020,Task Created,15
210.196,Task Assigned,Op3: COMM
211.620,Task Missed,COMM
212.442,Task Missed,SYSMON
213.954,Task Assigned,Op4: RESMAN
215.432,Task Missed,SYSMON
216.900,Task Assigned,Op0: RESMAN
219.660,Task Assigned,Op0: SYSMON
223.599,Task Assigned,Op3: TRACK
227.362,Task Assigned,Op1: SYSMON
229.699,Task Assigned,Op1: COMM
231.948,Task Assigned,Op1: COMM
238.683,Task Assigned,Op3: TRACK
240.017,Task Created,10
240.946,Task Missed,COMM
241.905,Task Missed,COMM
246.129,Task Assigned,Op2: SYSMON
248.061,Task Assigned,Op0: TRACK
250.706,Task Assigned,Op0: COMM
254.103,Task Assigned,Op2: RESMAN
258.220,Task Assigned,Op5: RESMAN
260.273,Task Assigned,Op5: TRACK
265.532,Task Assigned,Op1: SYSMON
269.423,Task Assigned,Op1: SYSMON
270.044,Task Created,15
271.285,Task Missed,SYSMON
272.370,Task Assigned,Op1: SYSMON
272.375,Task Missed,COMM
272.424,Task Missed,SYSMON
272.999,Task Missed,SYSMON
273.505,Task Missed,SYSMON
276.749,Task Assigned,Op3: RESMAN
279.914,Task Assigned,Op4: COMM
281.515,Task Missed,SYSMON
281.819,Task Assigned,Op4: COMM
286.167,Task Assigned,Op3: TRACK
295.795,Task Assigned,Op4: RESMAN
300.043,Task Created,7
303.327,Task Assigned,Op0: COMM
306.754,Task Assigned,Op0: TRACK
309.193,Task Assigned,Op0: SYSMON
311.585,Task Assigned,Op0: SYSMON
314.616,Task Assigned,Op2: SYSMON
316.790,Task Assigned,Op2: SYSMON
320.005,Task Assigned,Op2: COMM
325.171,Task Assigned,Op1: TRACK
330.015,Task Created,7
330.788,Task Assigned,Op1: TRACK
331.903,Task Missed,COMM
332.171,Task Missed,RESMAN
333.124,Task Missed,COMM
333.229,Task Missed,SYSMON
333.592,Task Missed,COMM
333.596,Task Missed,COMM
333.905,Task Assigned,Op5: COMM
334.902,Task Missed,COMM
334.924,Task Missed,COMM
335.769,Task Assigned,Op4: COMM
336.091,Task Missed,COMM
336.191,Task Missed,COMM
336.616,Task Missed,COMM
337.386,Task Missed,COMM
337.833,Task Missed,COMM
337.922,Task Missed,RESMAN
338.025,Task Assigned,Op4: TRACK
338.634,Task Missed,COMM
338.771,Task Missed,COMM
338.797,Task Missed,RESMAN
338.924,Task Missed,COMM
339.754,Task Missed,RESMAN
339.988,Task Missed,COMM
340.144,Task Missed,COMM
341.320,Task Missed,COMM
341.568,Task Assigned,Op5: COMM
341.943,Task Missed,COMM
344.366,Task Missed,COMM
345.300,Task Missed,COMM
346.172,Task Assigned,Op3: COMM
346.415,Task Missed,COMM
346.506,Task Missed,COMM
347.344,Task Missed,COMM
347.611,Task Missed,COMM
348.630,Task Missed,COMM
349.299,Task Assigned,Op2: SYSMON
353.169,Task Assigned,Op3: COMM
355.620,Task Assigned,Op5: COMM
357.481,Task Assigned,Op5: TRACK
360.001,Task Created,7
360.915,Task Assigned,Op5: COMM
362.597,Task Missed,COMM
363.770,Task Missed,COMM
364.975,Task Missed,COMM
365.678,Task Assigned,Op2: COMM
366.217,Task Missed,COMM
367.408,Task Missed,COMM
368.279,Task Missed,COMM
368.730,Task Assigned,Op2: COMM
369.149,Task Missed,COMM
371.141,Task Assigned,Op2: COMM
375.175,Task Assigned,Op3: RESMAN
