Time (s),Event type,Data
0.006,Task Created,10
4.837,Task Assigned,Op2: RESMAN
12.033,Task Assigned,Op5: TRACK
15.022,Task Created,5
15.950,Task Assigned,Op0: COMM
19.234,Task Assigned,Op5: RESMAN
22.215,Task Assigned,Op4: RESMAN
25.059,Task Assigned,Op0: SYSMON
27.105,Task Assigned,Op2: SYSMON
28.442,Task Assigned,Op4: COMM
30.016,Task Created,5
31.675,Task Assigned,Op5: SYSMON
33.993,Task Assigned,Op0: COMM
37.104,Task Assigned,Op2: COMM
38.606,Task Assigned,Op4: COMM
40.536,Task Assigned,Op5: SYSMON
42.807,Task Assigned,Op0: RESMAN
48.778,Task Assigned,Op2: SYSMON
50.249,Task Assigned,Op4: COMM
52.949,Task Assigned,Op5: SYSMON
58.758,Task Assigned,Op3: COMM
60.006,Task Created,20
65.048,Task Assigned,Op2: SYSMON
67.355,Task Assigned,Op1: COMM
69.164,Task Assigned,Op0: SYSMON
74.029,Task Assigned,Op3: SYSMON
80.957,Task Assigned,Op1: SYSMON
83.314,Task Assigned,Op2: COMM
85.560,Task Assigned,Op4: SYSMON
89.070,Task Assigned,Op5: SYSMON
90.005,Task Created,10
91.627,Task Missed,SYSMON
92.211,Task Assigned,Op3: SYSMON
94.209,Task Assigned,Op4: SYSMON
95.688,Task Assigned,Op2: SYSMON
97.023,Task Assigned,Op1: SYSMON
98.432,Task Assigned,Op0: TRACK
101.477,Task Assigned,Op5: TRACK
104.334,Task Assigned,Op0: RESMAN
106.740,Task Assigned,Op3: SYSMON
107.661,Task Missed,RESMAN
108.335,Task Assigned,Op4: COMM
111.521,Task Assigned,Op2: COMM
113.009,Task Assigned,Op1: COMM
120.006,Task Created,10
120.254,Task Assigned,Op4: COMM
121.431,Task Missed,RESMAN
128.031,Task Assigned,Op5: COMM
131.784,Task Assigned,Op2: SYSMON
134.206,Task Assigned,Op1: COMM
135.826,Task Assigned,Op3: COMM
139.491,Task Missed,RESMAN
140.537,Task Assigned,Op4: TRACK
142.217,Task Assigned,Op5: COMM
144.241,Task Assigned,Op3: TRACK
145.763,Task Assigned,Op2: RESMAN
147.515,Task Assigned,Op0: RESMAN
150.002,Task Created,10
152.192,Task Assigned,Op1: COMM
153.462,Task Assigned,Op0: COMM
155.782,Task Assigned,Op5: COMM
158.387,Task Assigned,Op1: SYSMON
164.145,Task Assigned,Op2: SYSMON
167.804,Task Assigned,Op4: RESMAN
170.376,Task Assigned,Op5: COMM
173.137,Task Assigned,Op3: RESMAN
180.010,Task Created,15
181.517,Task Assigned,Op5: SYSMON
183.319,Task Missed,TRACK
183.768,Task Assigned,Op1: RESMAN
185.846,Task Assigned,Op2: SYSMON
187.072,Task Assigned,Op0: TRACK
188.774,Task Assigned,Op4: SYSMON
193.409,Task Assigned,Op3: COMM
195.955,Task Assigned,Op2: SYSMON
197.360,Task Assigned,Op5: SYSMON
199.614,Task Assigned,Op1: COMM
203.937,Task Assigned,Op4: SYSMON
205.894,Task Assigned,Op0: COMM
210.022,Task Created,15
211.753,Task Assigned,Op3: COMM
213.847,Task Assigned,Op2: COMM
215.237,Task Assigned,Op1: COMM
217.800,Task Assigned,Op5: COMM
220.764,Task Assigned,Op4: COMM
222.908,Task Assigned,Op0: RESMAN
229.190,Task Assigned,Op3: RESMAN
231.092,Task Assigned,Op5: COMM
234.450,Task Assigned,Op2: RESMAN
236.279,Task Assigned,Op1: TRACK
238.619,Task Assigned,Op4: TRACK
240.004,Task Created,10
244.012,Task Assigned,Op5: SYSMON
250.676,Task Assigned,Op2: COMM
254.444,Task Missed,RESMAN
255.109,Task Assigned,Op3: COMM
257.694,Task Assigned,Op0: TRACK
258.874,Task Missed,RESMAN
259.734,Task Assigned,Op1: SYSMON
261.772,Task Assigned,Op4: SYSMON
264.067,Task Assigned,Op5: TRACK
266.887,Task Assigned,Op0: RESMAN
270.003,Task Created,15
272.420,Task Missed,TRACK
274.443,Task Assigned,Op3: SYSMON
276.212,Task Assigned,Op2: COMM
276.821,Task Missed,TRACK
277.162,Task Missed,RESMAN
279.579,Task Missed,RESMAN
279.652,Task Assigned,Op3: SYSMON
280.375,Task Missed,RESMAN
284.313,Task Missed,TRACK
285.336,Task Assigned,Op4: SYSMON
288.141,Task Assigned,Op4: TRACK
290.646,Task Assigned,Op2: RESMAN
292.004,Task Assigned,Op1: RESMAN
297.313,Task Assigned,Op3: SYSMON
299.066,Task Assigned,Op5: SYSMON
300.000,Task Created,7
302.321,Task Assigned,Op0: COMM
307.044,Task Assigned,Op5: TRACK
309.979,Task Assigned,Op2: COMM
311.820,Task Assigned,Op1: COMM
313.955,Task Assigned,Op3: COMM
317.622,Task Assigned,Op0: TRACK
318.553,Task Missed,TRACK
324.937,Task Assigned,Op1: COMM
326.089,Task Assigned,Op2: COMM
328.362,Task Missed,TRACK
330.001,Task Created,7
