Time (s),Event type,Data
0.006,Task Created,10
14.719,Task Assigned,Op1: COMM
15.003,Task Created,5
19.712,Task Assigned,Op5: RESMAN
23.334,Task Assigned,Op5: TRACK
27.652,Task Assigned,Op1: RESMAN
30.011,Task Created,5
40.235,Task Assigned,Op5: TRACK
42.919,Task Missed,RESMAN
43.679,Task Assigned,Op3: SYSMON
48.624,Task Assigned,Op0: RESMAN
53.176,Task Assigned,Op4: COMM
59.709,Task Assigned,Op0: RESMAN
60.018,Task Created,20
63.306,Task Missed,TRACK
63.432,Task Missed,RESMAN
63.465,Task Missed,COMM
64.125,Task Missed,TRACK
64.232,Task Missed,RESMAN
65.009,Task Missed,SYSMON
66.886,Task Assigned,Op3: COMM
68.214,Task Missed,SYSMON
71.183,Task Assigned,Op2: RESMAN
76.466,Task Assigned,Op1: SYSMON
83.853,Task Assigned,Op4: SYSMON
86.124,Task Assigned,Op4: TRACK
89.219,Task Assigned,Op5: COMM
89.909,Task Missed,TRACK
90.001,Task Created,10
91.358,Task Assigned,Op5: COMM
92.064,Task Missed,SYSMON
92.501,Task Missed,RESMAN
92.804,Task Missed,TRACK
93.723,Task Assigned,Op3: RESMAN
97.368,Task Assigned,Op3: TRACK
101.120,Task Assigned,Op0: COMM
103.453,Task Assigned,Op1: RESMAN
104.882,Task Assigned,Op1: TRACK
107.230,Task Assigned,Op2: RESMAN
108.573,Task Assigned,Op2: TRACK
114.110,Task Assigned,Op4: COMM
115.699,Task Assigned,Op5: COMM
119.552,Task Missed,TRACK
119.683,Task Assigned,Op0: SYSMON
120.017,Task Created,10
125.233,Task Missed,TRACK
128.101,Task Assigned,Op4: SYSMON
132.024,Task Assigned,Op5: SYSMON
138.120,Task Assigned,Op0: TRACK
140.768,Task Assigned,Op3: COMM
145.191,Task Assigned,Op0: RESMAN
150.007,Task Created,10
150.603,Task Assigned,Op4: SYSMON
154.094,Task Assigned,Op5: TRACK
157.242,Task Assigned,Op3: SYSMON
160.252,Task Assigned,Op2: COMM
161.899,Task Assigned,Op2: SYSMON
161.967,Task Missed,RESMAN
164.061,Task Assigned,Op1: SYSMON
166.965,Task Assigned,Op1: RESMAN
169.470,Task Assigned,Op2: RESMAN
176.085,Task Assigned,Op4: TRACK
178.603,Task Assigned,Op4: RESMAN
178.782,Task Missed,COMM
180.010,Task Created,15
183.984,Task Assigned,Op3: SYSMON
186.058,Task Assigned,Op3: TRACK
189.250,Task Assigned,Op0: TRACK
193.525,Task Assigned,Op0: RESMAN
197.680,Task Assigned,Op5: RESMAN
199.937,Task Missed,COMM
200.318,Task Assigned,Op5: TRACK
200.667,Task Missed,RESMAN
201.342,Task Missed,RESMAN
210.002,Task Created,15
210.503,Task Assigned,Op1: RESMAN
211.378,Task Missed,RESMAN
211.749,Task Missed,SYSMON
212.078,Task Assigned,Op3: COMM
212.145,Task Missed,SYSMON
212.435,Task Missed,COMM
212.467,Task Missed,SYSMON
212.668,Task Missed,RESMAN
212.981,Task Missed,COMM
218.948,Task Assigned,Op1: RESMAN
218.977,Task Missed,COMM
221.162,Task Missed,COMM
221.556,Task Missed,COMM
221.750,Task Assigned,Op2: RESMAN
226.367,Task Assigned,Op2: RESMAN
228.357,Task Missed,SYSMON
228.688,Task Assigned,Op3: SYSMON
229.883,Task Assigned,Op3: SYSMON
230.060,Task Missed,COMM
230.882,Task Missed,RESMAN
231.144,Task Assigned,Op4: RESMAN
233.792,Task Assigned,Op4: TRACK
233.844,Task Missed,TRACK
235.273,Task Missed,SYSMON
236.986,Task Assigned,Op2: RESMAN
237.674,Task Missed,RESMAN
239.798,Task Missed,SYSMON
239.897,Task Missed,SYSMON
239.975,Task Missed,TRACK
240.009,Task Created,10
240.374,Task Missed,COMM
241.289,Task Missed,SYSMON
242.306,Task Missed,TRACK
243.230,Task Missed,RESMAN
245.121,Task Missed,SYSMON
245.292,Task Missed,COMM
246.361,Task Missed,COMM
246.455,Task Missed,COMM
248.355,Task Assigned,Op1: SYSMON
251.111,Task Assigned,Op0: RESMAN
253.386,Task Assigned,Op0: RESMAN
256.611,Task Assigned,Op2: COMM
259.741,Task Assigned,Op5: TRACK
261.490,Task Assigned,Op5: TRACK
262.272,Task Missed,COMM
262.350,Task Missed,COMM
