Time (s),Event type,Data
0.007,Task Created,10
3.175,Task Assigned,Op1: RESMAN
8.489,Task Missed,COMM
8.979,Task Assigned,Op0: TRACK
11.352,Task Assigned,Op2: COMM
12.934,Task Assigned,Op5: SYSMON
15.023,Task Created,5
15.992,Task Assigned,Op3: TRACK
19.320,Task Assigned,Op4: TRACK
21.271,Task Assigned,Op2: COMM
24.432,Task Assigned,Op5: SYSMON
27.571,Task Assigned,Op1: RESMAN
29.665,Task Assigned,Op1: SYSMON
30.004,Task Created,5
33.599,Task Missed,SYSMON
33.871,Task Assigned,Op2: COMM
35.942,Task Assigned,Op3: SYSMON
39.022,Task Assigned,Op4: RESMAN
42.792,Task Assigned,Op5: COMM
45.727,Task Assigned,Op1: TRACK
49.624,Task Assigned,Op2: TRACK
52.697,Task Assigned,Op0: RESMAN
54.044,Task Missed,RESMAN
57.357,Task Assigned,Op4: RESMAN
60.022,Task Created,20
63.845,Task Missed,COMM
65.311,Task Assigned,Op5: TRACK
68.270,Task Assigned,Op3: COMM
70.385,Task Assigned,Op2: COMM
73.020,Task Assigned,Op0: COMM
76.515,Task Assigned,Op1: RESMAN
80.603,Task Assigned,Op3: COMM
83.588,Task Assigned,Op4: RESMAN
87.891,Task Assigned,Op5: TRACK
90.001,Task Created,10
90.313,Task Assigned,Op1: RESMAN
97.670,Task Assigned,Op2: RESMAN
99.728,Task Assigned,Op3: TRACK
101.265,Task Assigned,Op4: RESMAN
104.664,Task Assigned,Op5: SYSMON
108.644,Task Assigned,Op1: SYSMON
110.283,Task Assigned,Op0: RESMAN
120.001,Task Created,10
120.578,Task Assigned,Op0: TRACK
125.923,Task Assigned,Op2: SYSMON
129.201,Task Assigned,Op5: COMM
132.909,Task Missed,SYSMON
133.408,Task Assigned,Op4: SYSMON
135.636,Task Assigned,Op3: RESMAN
137.504,Task Assigned,Op1: TRACK
144.985,Task Assigned,Op1: TRACK
149.441,Task Assigned,Op4: TRACK
150.000,Task Created,10
153.286,Task Assigned,Op3: TRACK
155.618,Task Assigned,Op5: COMM
162.839,Task Assigned,Op2: RESMAN
165.477,Task Missed,SYSMON
167.763,Task Missed,SYSMON
169.683,Task Assigned,Op0: TRACK
173.656,Task Assigned,Op3: COMM
176.948,Task Assigned,Op4: SYSMON
180.002,Task Created,15
181.484,Task Assigned,Op5: RESMAN
182.659,Task Missed,SYSMON
183.047,Task Assigned,Op1: SYSMON
183.241,Task Missed,SYSMON
183.800,Task Missed,SYSMON
186.193,Task Missed,SYSMON
188.397,Task Assigned,Op2: RESMAN
189.451,Task Assigned,Op3: SYSMON
193.598,Task Assigned,Op4: SYSMON
196.784,Task Assigned,Op1: RESMAN
197.596,Task Missed,SYSMON
197.737,Task Missed,SYSMON
198.840,Task Assigned,Op0: TRACK
202.053,Task Assigned,Op5: SYSMON
203.761,Task Assigned,Op5: SYSMON
207.025,Task Assigned,Op2: SYSMON
208.350,Task Assigned,Op2: SYSMON
209.630,Task Assigned,Op3: SYSMON
210.000,Task Created,15
211.055,Task Assigned,Op3: COMM
211.604,Task Assigned,Op3: RESMAN
211.886,Task Missed,SYSMON
212.172,Task Missed,RESMAN
212.348,Task Missed,RESMAN
212.535,Task Missed,COMM
215.359,Task Assigned,Op1: SYSMON
217.208,Task Missed,COMM
217.523,Task Missed,TRACK
217.892,Task Assigned,Op0: RESMAN
218.707,Task Missed,TRACK
219.591,Task Assigned,Op0: COMM
220.261,Task Missed,TRACK
221.695,Task Missed,TRACK
221.837,Task Assigned,Op1: SYSMON
228.534,Task Assigned,Op5: TRACK
231.790,Task Assigned,Op4: RESMAN
234.279,Task Assigned,Op2: RESMAN
237.621,Task Assigned,Op4: TRACK
239.793,Task Assigned,Op1: SYSMON
240.047,Task Created,10
244.929,Task Assigned,Op5: COMM
246.839,Task Missed,TRACK
250.732,Task Assigned,Op4: TRACK
252.959,Task Missed,SYSMON
254.016,Task Missed,SYSMON
258.634,Task Assigned,Op2: COMM
260.859,Task Assigned,Op0: SYSMON
265.497,Task Assigned,Op3: SYSMON
270.040,Task Created,15
271.399,Task Missed,RESMAN
272.720,Task Missed,RESMAN
274.087,Task Missed,SYSMON
274.146,Task Missed,TRACK
274.802,Task Assigned,Op1: RESMAN
275.207,Task Missed,TRACK
275.318,Task Missed,SYSMON
275.820,Task Missed,COMM
275.942,Task Missed,RESMAN
275.945,Task Missed,SYSMON
277.036,Task Assigned,Op5: COMM
281.288,Task Assigned,Op2: SYSMON
283.329,Task Assigned,Op2: TRACK
285.753,Task Assigned,Op4: TRACK
287.740,Task Assigned,Op3: RESMAN
289.797,Task Assigned,Op5: TRACK
291.967,Task Assigned,Op1: RESMAN
293.742,Task Assigned,Op0: RESMAN
296.017,Task Assigned,Op0: TRACK
297.965,Task Assigned,Op1: RESMAN
300.013,Task Created,7
300.058,Task Assigned,Op2: COMM
301.340,Task Missed,SYSMON
302.955,Task Missed,TRACK
304.332,Task Missed,COMM
306.675,Task Assigned,Op2: RESMAN
308.843,Task Assigned,Op4: COMM
311.476,Task Assigned,Op5: COMM
314.212,Task Assigned,Op1: COMM
315.556,Task Assigned,Op0: COMM
316.376,Task Missed,COMM
317.492,Task Missed,COMM
323.625,Task Assigned,Op3: RESMAN
325.376,Task Assigned,Op4: RESMAN
327.231,Task Missed,COMM
