Time (s),Event type,Data
0.035,Task Created,10
4.434,Task Assigned,Op0: COMM
6.472,Task Assigned,Op0: TRACK
9.666,Task Assigned,Op1: COMM
11.816,Task Assigned,Op2: RESMAN
14.697,Task Assigned,Op3: COMM
15.014,Task Created,5
16.860,Task Assigned,Op4: COMM
18.584,Task Missed,RESMAN
19.052,Task Assigned,Op5: SYSMON
21.112,Task Assigned,Op2: TRACK
24.640,Task Assigned,Op2: TRACK
26.477,Task Assigned,Op1: COMM
29.602,Task Assigned,Op5: RESMAN
30.015,Task Created,5
31.786,Task Assigned,Op4: TRACK
33.931,Task Assigned,Op4: RESMAN
35.957,Task Assigned,Op3: RESMAN
38.762,Task Missed,SYSMON
40.751,Task Assigned,Op0: RESMAN
46.704,Task Assigned,Op2: SYSMON
49.395,Task Assigned,Op5: SYSMON
54.071,Task Assigned,Op3: COMM
55.665,Task Assigned,Op0: SYSMON
58.588,Task Assigned,Op2: COMM
60.009,Task Created,20
67.222,Task Assigned,Op5: RESMAN
68.797,Task Assigned,Op3: RESMAN
71.863,Task Assigned,Op5: RESMAN
73.766,Task Assigned,Op0: COMM
75.568,Task Assigned,Op1: COMM
77.534,Task Assigned,Op1: COMM
80.223,Task Assigned,Op4: COMM
81.994,Task Assigned,Op2: COMM
86.787,Task Missed,COMM
87.874,Task Assigned,Op3: SYSMON
89.361,Task Assigned,Op3: RESMAN
90.009,Task Created,10
91.310,Task Assigned,Op4: COMM
93.202,Task Assigned,Op4: COMM
94.737,Task Missed,RESMAN
94.998,Task Assigned,Op2: RESMAN
96.341,Task Assigned,Op2: SYSMON
98.228,Task Assigned,Op0: COMM
102.095,Task Assigned,Op0: RESMAN
103.124,Task Assigned,Op1: COMM
105.111,Task Assigned,Op1: COMM
110.178,Task Assigned,Op3: COMM
116.360,Task Assigned,Op4: SYSMON
119.564,Task Assigned,Op5: TRACK
120.010,Task Created,10
122.828,Task Assigned,Op0: SYSMON
126.508,Task Assigned,Op1: RESMAN
127.215,Task Assigned,Op2: RESMAN
131.151,Task Assigned,Op4: SYSMON
132.649,Task Missed,RESMAN
133.329,Task Assigned,Op3: RESMAN
137.686,Task Assigned,Op5: RESMAN
142.538,Task Assigned,Op2: TRACK
146.014,Task Assigned,Op0: RESMAN
149.074,Task Assigned,Op4: SYSMON
150.010,Task Created,10
150.615,Task Missed,TRACK
152.032,Task Assigned,Op5: SYSMON
154.267,Task Assigned,Op4: TRACK
156.796,Task Assigned,Op1: COMM
159.271,Task Assigned,Op1: SYSMON
161.679,Task Assigned,Op3: TRACK
163.352,Task Assigned,Op3: COMM
165.517,Task Assigned,Op5: TRACK
168.899,Task Missed,SYSMON
170.784,Task Assigned,Op0: TRACK
176.593,Task Assigned,Op2: RESMAN
178.193,Task Assigned,Op2: RESMAN
180.007,Task Created,15
181.176,Task Assigned,Op4: COMM
188.031,Task Assigned,Op5: COMM
190.243,Task Assigned,Op1: TRACK
192.865,Task Assigned,Op1: TRACK
