Time (s),Event type,Data
0.008,Task Created,10
5.624,Task Assigned,Op0: COMM
9.700,Task Assigned,Op1: TRACK
15.035,Task Created,5
30.013,Task Created,5
34.960,Task Assigned,Op4: TRACK
39.214,Task Assigned,Op2: SYSMON
51.300,Task Assigned,Op3: SYSMON
55.344,Task Assigned,Op1: TRACK
60.005,Task Created,20
60.208,Task Missed,COMM
60.941,Task Assigned,Op4: TRACK
63.428,Task Missed,RESMAN
70.223,Task Assigned,Op2: TRACK
74.170,Task Assigned,Op0: RESMAN
76.121,Task Assigned,Op1: SYSMON
81.418,Task Missed,RESMAN
82.441,Task Missed,RESMAN
82.835,Task Assigned,Op5: COMM
84.983,Task Assigned,Op4: COMM
85.608,Task Missed,RESMAN
87.113,Task Missed,RESMAN
87.346,Task Assigned,Op3: RESMAN
90.006,Task Created,10
91.386,Task Missed,COMM
92.559,Task Missed,SYSMON
92.653,Task Missed,RESMAN
92.985,Task Missed,COMM
93.323,Task Assigned,Op2: RESMAN
94.167,Task Missed,COMM
95.296,Task Missed,COMM
96.405,Task Missed,COMM
97.541,Task Missed,COMM
105.678,Task Assigned,Op5: RESMAN
108.653,Task Assigned,Op4: COMM
110.870,Task Assigned,Op3: COMM
113.887,Task Assigned,Op2: RESMAN
120.003,Task Created,10
123.895,Task Assigned,Op2: TRACK
126.898,Task Assigned,Op0: SYSMON
130.884,Task Assigned,Op5: SYSMON
135.673,Task Assigned,Op3: SYSMON
146.324,Task Assigned,Op0: COMM
150.007,Task Created,10
150.540,Task Assigned,Op5: TRACK
151.411,Task Missed,TRACK
151.431,Task Missed,SYSMON
151.724,Task Missed,COMM
153.028,Task Missed,COMM
156.356,Task Missed,SYSMON
158.209,Task Assigned,Op3: TRACK
160.477,Task Assigned,Op4: SYSMON
161.809,Task Missed,SYSMON
161.860,Task Missed,RESMAN
161.998,Task Missed,TRACK
161.998,Task Missed,TRACK
162.089,Task Missed,RESMAN
162.144,Task Missed,SYSMON
162.389,Task Missed,SYSMON
162.460,Task Assigned,Op2: SYSMON
162.833,Task Missed,TRACK
162.990,Task Missed,RESMAN
163.936,Task Missed,RESMAN
