Time (s),Event type,Data
0.010,Task Created,10
12.005,Task Assigned,Op4: SYSMON
14.699,Task Assigned,Op2: COMM
15.011,Task Created,5
30.010,Task Created,5
31.481,Task Assigned,Op4: SYSMON
60.013,Task Created,20
61.477,Task Missed,COMM
62.388,Task Missed,SYSMON
62.702,Task Missed,RESMAN
62.727,Task Missed,COMM
62.921,Task Missed,RESMAN
62.963,Task Missed,COMM
63.167,Task Missed,SYSMON
63.721,Task Missed,COMM
63.742,Task Missed,RESMAN
63.960,Task Assigned,Op1: COMM
64.554,Task Missed,COMM
67.225,Task Assigned,Op5: SYSMON
67.301,Task Missed,SYSMON
73.123,Task Missed,COMM
73.790,Task Assigned,Op2: SYSMON
77.733,Task Assigned,Op0: RESMAN
84.876,Task Assigned,Op4: SYSMON
88.360,Task Assigned,Op5: TRACK
90.005,Task Created,10
92.278,Task Missed,COMM
93.063,Task Assigned,Op3: COMM
96.216,Task Assigned,Op2: TRACK
98.304,Task Assigned,Op1: COMM
99.400,Task Missed,COMM
111.389,Task Assigned,Op4: RESMAN
113.024,Task Assigned,Op5: TRACK
116.557,Task Assigned,Op3: SYSMON
117.234,Task Missed,RESMAN
118.672,Task Assigned,Op2: RESMAN
120.011,Task Created,10
121.557,Task Missed,COMM
122.046,Task Missed,COMM
122.077,Task Missed,SYSMON
122.379,Task Missed,COMM
122.689,Task Missed,TRACK
123.833,Task Assigned,Op0: COMM
123.987,Task Missed,TRACK
125.149,Task Assigned,Op1: TRACK
126.885,Task Missed,SYSMON
132.079,Task Assigned,Op4: COMM
134.427,Task Assigned,Op5: COMM
139.514,Task Assigned,Op3: TRACK
139.704,Task Missed,COMM
140.839,Task Missed,SYSMON
141.584,Task Assigned,Op2: COMM
144.248,Task Assigned,Op1: TRACK
145.557,Task Assigned,Op0: COMM
150.033,Task Created,10
152.182,Task Missed,SYSMON
156.584,Task Assigned,Op2: SYSMON
157.501,Task Missed,SYSMON
158.931,Task Assigned,Op4: SYSMON
161.257,Task Assigned,Op5: SYSMON
164.732,Task Assigned,Op3: SYSMON
168.185,Task Assigned,Op1: TRACK
169.134,Task Missed,RESMAN
169.475,Task Assigned,Op0: SYSMON
173.618,Task Missed,RESMAN
175.732,Task Missed,COMM
178.890,Task Missed,COMM
180.002,Task Created,15
181.148,Task Assigned,Op2: TRACK
181.176,Task Missed,COMM
181.202,Task Assigned,Op2: TRACK
181.283,Task Missed,TRACK
181.355,Task Missed,COMM
181.674,Task Missed,SYSMON
181.879,Task Missed,SYSMON
182.225,Task Missed,COMM
182.251,Task Missed,TRACK
182.417,Task Missed,COMM
182.473,Task Missed,COMM
182.551,Task Missed,RESMAN
182.617,Task Missed,TRACK
182.644,Task Missed,TRACK
182.920,Task Missed,COMM
183.064,Task Missed,TRACK
183.402,Task Missed,COMM
183.781,Task Missed,COMM
183.814,Task Missed,SYSMON
184.108,Task Missed,COMM
184.245,Task Assigned,Op0: SYSMON
184.901,Task Missed,COMM
185.190,Task Missed,COMM
185.557,Task Missed,SYSMON
187.264,Task Assigned,Op4: SYSMON
189.491,Task Assigned,Op3: TRACK
189.815,Task Missed,TRACK
190.849,Task Missed,TRACK
