Time (s),Event type,Data
0.006,Task Created,10
7.200,Task Assigned,Op0: TRACK
11.256,Task Assigned,Op1: TRACK
13.595,Task Assigned,Op4: SYSMON
14.870,Task Assigned,Op5: RESMAN
15.025,Task Created,5
16.862,Task Assigned,Op4: TRACK
17.578,Task Missed,TRACK
18.622,Task Assigned,Op5: SYSMON
21.341,Task Assigned,Op1: TRACK
23.393,Task Assigned,Op2: RESMAN
26.776,Task Assigned,Op4: SYSMON
29.276,Task Assigned,Op2: COMM
29.693,Task Assigned,Op1: COMM
30.001,Task Created,5
31.859,Task Assigned,Op2: TRACK
32.289,Task Assigned,Op1: TRACK
38.217,Task Assigned,Op0: RESMAN
41.003,Task Assigned,Op3: COMM
43.072,Task Assigned,Op4: RESMAN
51.821,Task Assigned,Op3: COMM
54.694,Task Assigned,Op2: RESMAN
60.018,Task Assigned,Op0: COMM
60.021,Task Created,20
63.323,Task Assigned,Op4: COMM
63.457,Task Missed,COMM
64.318,Task Missed,COMM
64.602,Task Assigned,Op4: COMM
66.121,Task Assigned,Op4: RESMAN
69.886,Task Assigned,Op5: COMM
71.555,Task Assigned,Op5: TRACK
73.491,Task Assigned,Op5: COMM
76.263,Task Assigned,Op2: RESMAN
78.310,Task Assigned,Op2: COMM
81.567,Task Assigned,Op0: TRACK
83.235,Task Assigned,Op1: SYSMON
85.826,Task Assigned,Op3: RESMAN
87.475,Task Assigned,Op3: RESMAN
90.024,Task Created,10
90.381,Task Assigned,Op4: SYSMON
93.157,Task Missed,RESMAN
101.909,Task Assigned,Op1: RESMAN
106.985,Task Assigned,Op0: RESMAN
110.602,Task Assigned,Op3: COMM
113.832,Task Assigned,Op5: COMM
116.764,Task Assigned,Op2: RESMAN
120.031,Task Created,10
120.490,Task Assigned,Op1: SYSMON
124.977,Task Assigned,Op0: COMM
126.746,Task Assigned,Op2: COMM
137.482,Task Assigned,Op3: TRACK
141.047,Task Assigned,Op4: COMM
144.402,Task Assigned,Op5: TRACK
145.717,Task Missed,SYSMON
146.373,Task Assigned,Op5: SYSMON
146.857,Task Missed,SYSMON
148.393,Task Assigned,Op5: TRACK
150.004,Task Created,10
154.346,Task Assigned,Op0: SYSMON
157.627,Task Assigned,Op1: RESMAN
168.663,Task Assigned,Op2: RESMAN
171.464,Task Assigned,Op3: SYSMON
174.523,Task Assigned,Op4: RESMAN
180.019,Task Created,15
182.728,Task Missed,COMM
