Time (s),Event type,Data
0.008,Task Created,10
14.841,Task Assigned,Op5: RESMAN
15.004,Task Created,5
20.850,Task Assigned,Op4: RESMAN
28.524,Task Assigned,Op0: TRACK
30.036,Task Created,5
32.100,Task Missed,TRACK
32.308,Task Missed,COMM
34.543,Task Assigned,Op1: SYSMON
40.788,Task Assigned,Op2: SYSMON
46.637,Task Assigned,Op3: COMM
49.861,Task Assigned,Op4: RESMAN
56.812,Task Assigned,Op5: COMM
60.003,Task Created,20
61.687,Task Assigned,Op1: SYSMON
67.036,Task Assigned,Op0: TRACK
78.378,Task Assigned,Op2: SYSMON
85.662,Task Assigned,Op4: RESMAN
90.014,Task Created,10
94.621,Task Assigned,Op5: COMM
103.397,Task Assigned,Op0: SYSMON
108.926,Task Assigned,Op1: SYSMON
120.002,Task Created,10
122.030,Task Missed,SYSMON
124.743,Task Assigned,Op0: SYSMON
132.561,Task Assigned,Op3: RESMAN
133.545,Task Missed,TRACK
142.062,Task Assigned,Op1: SYSMON
147.815,Task Assigned,Op2: SYSMON
150.009,Task Created,10
151.984,Task Missed,SYSMON
152.976,Task Assigned,Op5: COMM
153.536,Task Missed,SYSMON
155.374,Task Assigned,Op4: RESMAN
159.545,Task Missed,SYSMON
161.329,Task Assigned,Op3: SYSMON
165.441,Task Assigned,Op1: SYSMON
173.150,Task Assigned,Op0: SYSMON
179.211,Task Assigned,Op3: RESMAN
180.006,Task Created,15
181.703,Task Missed,SYSMON
182.106,Task Missed,SYSMON
182.465,Task Missed,SYSMON
182.883,Task Missed,RESMAN
182.883,Task Missed,TRACK
183.498,Task Assigned,Op2: SYSMON
183.964,Task Missed,TRACK
187.634,Task Assigned,Op1: COMM
191.277,Task Assigned,Op5: COMM
193.011,Task Missed,TRACK
195.472,Task Assigned,Op5: COMM
198.393,Task Missed,RESMAN
200.361,Task Assigned,Op1: COMM
203.870,Task Assigned,Op0: SYSMON
207.103,Task Assigned,Op2: SYSMON
210.011,Task Created,15
211.278,Task Missed,COMM
212.162,Task Missed,COMM
212.988,Task Missed,TRACK
213.340,Task Missed,SYSMON
216.885,Task Assigned,Op3: RESMAN
219.153,Task Missed,TRACK
219.213,Task Assigned,Op4: RESMAN
220.880,Task Assigned,Op4: RESMAN
225.813,Task Assigned,Op3: RESMAN
227.593,Task Assigned,Op3: RESMAN
228.437,Task Missed,COMM
230.769,Task Missed,TRACK
233.909,Task Assigned,Op0: TRACK
240.004,Task Created,10
241.517,Task Missed,SYSMON
242.121,Task Missed,TRACK
242.155,Task Missed,TRACK
242.261,Task Missed,TRACK
242.697,Task Missed,TRACK
242.831,Task Missed,TRACK
243.009,Task Missed,TRACK
243.108,Task Missed,TRACK
243.218,Task Missed,SYSMON
243.751,Task Missed,RESMAN
243.887,Task Missed,TRACK
243.955,Task Missed,TRACK
244.032,Task Missed,SYSMON
244.218,Task Missed,TRACK
244.309,Task Missed,RESMAN
244.627,Task Missed,TRACK
244.854,Task Missed,SYSMON
245.171,Task Missed,TRACK
245.221,Task Missed,TRACK
245.983,Task Missed,RESMAN
246.008,Task Missed,SYSMON
246.012,Task Missed,COMM
246.456,Task Missed,TRACK
246.966,Task Missed,COMM
247.166,Task Missed,SYSMON
247.344,Task Missed,TRACK
247.389,Task Assigned,Op1: SYSMON
248.379,Task Missed,TRACK
248.609,Task Missed,SYSMON
249.871,Task Missed,COMM
251.281,Task Missed,SYSMON
251.525,Task Missed,COMM
251.681,Task Assigned,Op2: SYSMON
253.765,Task Assigned,Op0: TRACK
259.350,Task Assigned,Op3: RESMAN
270.016,Task Created,15
270.969,Task Assigned,Op1: SYSMON
271.287,Task Missed,SYSMON
271.958,Task Missed,RESMAN
271.986,Task Missed,SYSMON
272.085,Task Missed,TRACK
272.093,Task Missed,SYSMON
272.263,Task Missed,RESMAN
272.289,Task Missed,RESMAN
272.310,Task Missed,SYSMON
272.412,Task Missed,TRACK
272.762,Task Missed,SYSMON
273.039,Task Missed,SYSMON
273.375,Task Missed,SYSMON
273.406,Task Missed,TRACK
273.497,Task Missed,TRACK
273.916,Task Missed,SYSMON
274.174,Task Missed,TRACK
274.301,Task Assigned,Op0: TRACK
274.465,Task Missed,TRACK
274.641,Task Missed,SYSMON
274.665,Task Missed,SYSMON
274.692,Task Missed,RESMAN
274.796,Task Missed,RESMAN
274.976,Task Missed,TRACK
275.140,Task Missed,SYSMON
275.169,Task Missed,TRACK
275.195,Task Missed,TRACK
275.345,Task Missed,RESMAN
275.384,Task Missed,SYSMON
275.698,Task Missed,RESMAN
275.754,Task Missed,SYSMON
276.215,Task Missed,TRACK
276.250,Task Missed,SYSMON
276.712,Task Missed,SYSMON
276.769,Task Missed,RESMAN
276.772,Task Missed,RESMAN
276.830,Task Missed,TRACK
276.940,Task Missed,SYSMON
277.024,Task Missed,TRACK
277.024,Task Missed,RESMAN
277.284,Task Missed,SYSMON
277.543,Task Missed,RESMAN
277.607,Task Missed,TRACK
277.647,Task Missed,RESMAN
277.908,Task Missed,SYSMON
277.959,Task Missed,TRACK
278.173,Task Missed,TRACK
278.268,Task Missed,RESMAN
278.322,Task Missed,TRACK
278.453,Task Missed,SYSMON
278.703,Task Missed,TRACK
279.017,Task Missed,RESMAN
279.083,Task Missed,RESMAN
279.438,Task Missed,TRACK
279.493,Task Missed,RESMAN
279.617,Task Missed,RESMAN
280.022,Task Assigned,Op0: TRACK
280.046,Task Missed,RESMAN
280.584,Task Missed,RESMAN
280.727,Task Missed,RESMAN
280.862,Task Missed,SYSMON
281.369,Task Missed,RESMAN
281.489,Task Missed,RESMAN
281.968,Task Missed,SYSMON
282.050,Task Missed,RESMAN
282.501,Task Missed,RESMAN
282.674,Task Missed,RESMAN
282.924,Task Missed,RESMAN
283.313,Task Missed,SYSMON
283.806,Task Missed,TRACK
285.415,Task Missed,TRACK
285.517,Task Assigned,Op5: COMM
285.598,Task Missed,SYSMON
286.414,Task Missed,RESMAN
286.955,Task Missed,TRACK
288.409,Task Assigned,Op4: RESMAN
288.974,Task Missed,TRACK
289.040,Task Missed,SYSMON
291.326,Task Missed,SYSMON
291.596,Task Assigned,Op3: RESMAN
292.538,Task Missed,TRACK
293.028,Task Missed,SYSMON
297.883,Task Assigned,Op1: SYSMON
298.966,Task Missed,COMM
299.644,Task Missed,COMM
300.008,Task Created,7
