Time (s),Event type,Data
0.008,Task Created,10
5.892,Task Assigned,Op5: SYSMON
8.086,Task Missed,RESMAN
10.886,Task Missed,SYSMON
13.064,Task Assigned,Op3: TRACK
15.000,Task Created,5
17.514,Task Assigned,Op0: TRACK
22.199,Task Assigned,Op3: TRACK
24.996,Task Assigned,Op5: RESMAN
27.239,Task Assigned,Op3: TRACK
29.758,Task Assigned,Op3: COMM
30.027,Task Created,5
31.282,Task Missed,SYSMON
32.702,Task Assigned,Op0: SYSMON
35.489,Task Assigned,Op1: TRACK
37.410,Task Assigned,Op2: TRACK
40.283,Task Assigned,Op2: RESMAN
43.140,Task Assigned,Op5: COMM
46.349,Task Assigned,Op0: RESMAN
48.288,Task Missed,RESMAN
49.529,Task Assigned,Op1: TRACK
51.393,Task Assigned,Op2: SYSMON
53.107,Task Assigned,Op3: SYSMON
54.653,Task Assigned,Op4: RESMAN
56.736,Task Assigned,Op5: COMM
60.020,Task Created,20
60.174,Task Missed,COMM
61.344,Task Assigned,Op2: RESMAN
63.867,Task Assigned,Op0: RESMAN
65.726,Task Assigned,Op1: SYSMON
67.590,Task Assigned,Op2: RESMAN
69.212,Task Assigned,Op3: TRACK
71.640,Task Assigned,Op5: RESMAN
74.484,Task Assigned,Op4: RESMAN
76.570,Task Assigned,Op2: COMM
78.324,Task Assigned,Op1: RESMAN
80.174,Task Assigned,Op0: TRACK
81.882,Task Assigned,Op1: TRACK
83.503,Task Assigned,Op2: RESMAN
88.795,Task Assigned,Op2: SYSMON
90.037,Task Created,10
90.486,Task Assigned,Op0: SYSMON
94.194,Task Assigned,Op2: COMM
96.105,Task Assigned,Op4: COMM
98.838,Task Assigned,Op5: TRACK
101.013,Task Assigned,Op4: COMM
111.751,Task Assigned,Op5: COMM
116.082,Task Assigned,Op0: COMM
119.244,Task Missed,COMM
120.039,Task Created,10
121.932,Task Assigned,Op1: COMM
129.599,Task Assigned,Op3: RESMAN
131.772,Task Assigned,Op3: TRACK
135.199,Task Assigned,Op5: SYSMON
139.151,Task Assigned,Op1: COMM
140.994,Task Assigned,Op0: SYSMON
144.684,Task Assigned,Op0: COMM
148.306,Task Assigned,Op4: SYSMON
150.017,Task Created,10
151.018,Task Assigned,Op4: TRACK
155.589,Task Assigned,Op4: RESMAN
157.749,Task Assigned,Op4: RESMAN
159.048,Task Assigned,Op5: TRACK
160.769,Task Assigned,Op4: RESMAN
163.266,Task Assigned,Op4: COMM
165.451,Task Missed,TRACK
167.170,Task Assigned,Op1: COMM
168.373,Task Missed,COMM
171.664,Task Assigned,Op1: TRACK
174.351,Task Assigned,Op3: COMM
179.883,Task Assigned,Op0: RESMAN
180.000,Task Created,15
181.146,Task Missed,TRACK
181.510,Task Missed,COMM
182.728,Task Missed,RESMAN
182.957,Task Missed,COMM
183.087,Task Assigned,Op5: COMM
188.915,Task Missed,COMM
188.918,Task Missed,TRACK
189.172,Task Missed,TRACK
189.448,Task Missed,SYSMON
189.981,Task Missed,TRACK
190.339,Task Missed,COMM
193.113,Task Missed,SYSMON
194.586,Task Assigned,Op3: RESMAN
196.141,Task Assigned,Op3: RESMAN
202.570,Task Assigned,Op5: TRACK
206.106,Task Assigned,Op2: COMM
208.118,Task Assigned,Op1: SYSMON
209.945,Task Assigned,Op0: RESMAN
210.032,Task Created,15
211.400,Task Missed,TRACK
212.725,Task Missed,SYSMON
212.845,Task Assigned,Op2: RESMAN
213.893,Task Missed,SYSMON
214.037,Task Missed,SYSMON
214.138,Task Missed,COMM
216.188,Task Missed,COMM
217.206,Task Assigned,Op0: TRACK
220.730,Task Assigned,Op0: SYSMON
222.137,Task Missed,COMM
224.182,Task Assigned,Op5: SYSMON
227.148,Task Assigned,Op1: SYSMON
233.621,Task Missed,TRACK
233.680,Task Missed,COMM
235.608,Task Missed,TRACK
239.147,Task Assigned,Op3: SYSMON
240.014,Task Created,10
241.676,Task Missed,RESMAN
242.493,Task Missed,TRACK
242.808,Task Missed,RESMAN
243.698,Task Missed,TRACK
247.269,Task Missed,TRACK
247.714,Task Assigned,Op5: SYSMON
249.139,Task Assigned,Op5: SYSMON
249.369,Task Missed,TRACK
250.362,Task Missed,TRACK
252.637,Task Assigned,Op2: COMM
253.564,Task Missed,TRACK
254.636,Task Assigned,Op2: TRACK
254.679,Task Assigned,Op2: TRACK
256.404,Task Missed,TRACK
258.445,Task Assigned,Op1: RESMAN
258.447,Task Assigned,Op1: TRACK
262.082,Task Assigned,Op1: TRACK
262.232,Task Missed,COMM
264.415,Task Assigned,Op1: COMM
264.441,Task Assigned,Op1: COMM
267.170,Task Assigned,Op3: TRACK
267.173,Task Assigned,Op3: COMM
270.013,Task Created,15
271.613,Task Missed,RESMAN
272.596,Task Assigned,Op4: COMM
272.628,Task Assigned,Op4: TRACK
272.836,Task Missed,SYSMON
273.409,Task Missed,TRACK
273.623,Task Missed,RESMAN
273.672,Task Missed,COMM
274.791,Task Missed,COMM
274.986,Task Missed,RESMAN
276.485,Task Assigned,Op4: SYSMON
276.510,Task Assigned,Op4: SYSMON
281.101,Task Assigned,Op0: SYSMON
281.137,Task Assigned,Op0: TRACK
282.564,Task Missed,TRACK
282.642,Task Missed,COMM
283.368,Task Missed,RESMAN
283.406,Task Assigned,Op0: TRACK
283.409,Task Assigned,Op0: COMM
283.412,Task Assigned,Op0: TRACK
285.805,Task Assigned,Op0: SYSMON
285.807,Task Assigned,Op0: TRACK
289.681,Task Assigned,Op5: SYSMON
289.716,Task Assigned,Op5: SYSMON
291.900,Task Assigned,Op5: RESMAN
295.123,Task Assigned,Op0: RESMAN
295.123,Task Assigned,Op0: SYSMON
300.033,Task Created,7
306.444,Task Assigned,Op3: SYSMON
306.469,Task Assigned,Op3: COMM
307.833,Task Missed,COMM
308.650,Task Assigned,Op3: SYSMON
308.652,Task Assigned,Op3: COMM
312.378,Task Assigned,Op3: RESMAN
312.420,Task Assigned,Op3: RESMAN
321.362,Task Assigned,Op2: RESMAN
321.387,Task Assigned,Op2: COMM
324.633,Task Assigned,Op2: TRACK
324.636,Task Assigned,Op2: TRACK
325.805,Task Missed,COMM
329.272,Task Assigned,Op2: TRACK
329.858,Task Missed,RESMAN
330.025,Task Created,7
331.644,Task Assigned,Op1: COMM
331.646,Task Assigned,Op1: RESMAN
331.834,Task Missed,TRACK
335.279,Task Assigned,Op1: TRACK
335.304,Task Assigned,Op1: SYSMON
342.540,Task Assigned,Op5: COMM
342.569,Task Assigned,Op5: COMM
354.120,Task Assigned,Op4: COMM
354.167,Task Assigned,Op4: RESMAN
355.208,Task Missed,TRACK
355.521,Task Missed,RESMAN
355.616,Task Missed,RESMAN
360.009,Task Created,7
368.947,Task Assigned,Op2: COMM
369.026,Task Assigned,Op2: SYSMON
369.774,Task Missed,RESMAN
369.820,Task Missed,SYSMON
370.263,Task Missed,COMM
374.636,Task Assigned,Op5: TRACK
374.665,Task Assigned,Op5: COMM
378.338,Task Assigned,Op4: RESMAN
378.341,Task Assigned,Op4: COMM
382.974,Task Assigned,Op1: RESMAN
382.976,Task Assigned,Op1: RESMAN
387.657,Task Assigned,Op3: TRACK
387.706,Task Assigned,Op3: RESMAN
390.007,Task Created,7
391.897,Task Missed,COMM
394.523,Task Assigned,Op3: RESMAN
394.567,Task Assigned,Op3: SYSMON
398.407,Task Assigned,Op0: RESMAN
398.465,Task Assigned,Op0: SYSMON
405.076,Task Assigned,Op0: COMM
405.153,Task Assigned,Op0: TRACK
408.730,Task Assigned,Op5: RESMAN
408.732,Task Assigned,Op5: COMM
414.035,Task Assigned,Op1: SYSMON
414.069,Task Assigned,Op1: TRACK
420.030,Task Created,7
445.766,Task Missed,COMM
448.507,Task Assigned,Op4: SYSMON
448.619,Task Assigned,Op4: COMM
453.975,Task Assigned,Op4: RESMAN
454.001,Task Assigned,Op4: COMM
457.388,Task Assigned,Op5: TRACK
457.430,Task Assigned,Op5: COMM
460.140,Task Assigned,Op2: TRACK
460.262,Task Assigned,Op2: TRACK
462.790,Task Assigned,Op1: RESMAN
462.894,Task Assigned,Op1: TRACK
466.320,Task Assigned,Op3: COMM
466.324,Task Assigned,Op3: TRACK
470.616,Task Assigned,Op3: SYSMON
470.635,Task Assigned,Op3: RESMAN
473.747,Task Assigned,Op0: RESMAN
473.747,Task Assigned,Op0: SYSMON
484.277,Task Missed,COMM
484.445,Task Missed,SYSMON
486.428,Task Assigned,Op5: RESMAN
486.655,Task Missed,COMM
487.906,Task Assigned,Op5: RESMAN
493.129,Task Assigned,Op1: TRACK
493.160,Task Assigned,Op1: TRACK
497.120,Task Assigned,Op2: SYSMON
497.237,Task Assigned,Op2: SYSMON
507.541,Task Assigned,Op0: SYSMON
507.996,Task Missed,COMM
509.998,Task Assigned,Op0: COMM
513.809,Task Assigned,Op1: COMM
End of Trial
