Time (s),Event type,Data
0.011,Task Created,10
6.914,Task Assigned,Op2: SYSMON
15.038,Task Created,5
16.915,Task Assigned,Op5: TRACK
24.431,Task Assigned,Op2: SYSMON
30.034,Task Created,5
30.077,Task Assigned,Op0: COMM
32.391,Task Missed,COMM
32.430,Task Missed,SYSMON
39.698,Task Assigned,Op3: TRACK
43.543,Task Assigned,Op2: COMM
47.939,Task Assigned,Op0: COMM
53.188,Task Assigned,Op5: SYSMON
56.376,Task Assigned,Op5: COMM
60.009,Task Created,20
63.500,Task Missed,SYSMON
64.764,Task Assigned,Op0: SYSMON
66.944,Task Assigned,Op0: SYSMON
70.585,Task Assigned,Op3: RESMAN
73.089,Task Assigned,Op4: TRACK
77.570,Task Assigned,Op5: TRACK
79.761,Task Assigned,Op5: SYSMON
90.011,Task Created,10
93.273,Task Missed,RESMAN
93.298,Task Assigned,Op1: SYSMON
95.542,Task Assigned,Op0: COMM
98.242,Task Assigned,Op1: TRACK
101.803,Task Assigned,Op1: SYSMON
102.965,Task Missed,SYSMON
105.166,Task Assigned,Op2: TRACK
108.390,Task Assigned,Op0: SYSMON
110.434,Task Assigned,Op0: COMM
112.721,Task Assigned,Op4: TRACK
115.337,Task Assigned,Op5: SYSMON
118.560,Task Assigned,Op3: SYSMON
120.007,Task Created,10
121.138,Task Assigned,Op3: SYSMON
121.365,Task Missed,COMM
121.720,Task Missed,SYSMON
122.140,Task Missed,TRACK
122.405,Task Missed,COMM
122.700,Task Missed,SYSMON
123.144,Task Missed,TRACK
123.358,Task Missed,COMM
123.590,Task Assigned,Op4: SYSMON
123.961,Task Missed,SYSMON
124.424,Task Missed,SYSMON
125.564,Task Missed,SYSMON
127.757,Task Assigned,Op2: RESMAN
138.298,Task Assigned,Op2: TRACK
140.473,Task Assigned,Op0: SYSMON
142.202,Task Assigned,Op0: COMM
144.725,Task Assigned,Op1: COMM
148.682,Task Assigned,Op1: SYSMON
150.006,Task Created,10
152.125,Task Assigned,Op5: RESMAN
155.383,Task Assigned,Op4: TRACK
160.117,Task Assigned,Op2: TRACK
162.430,Task Assigned,Op2: SYSMON
167.431,Task Assigned,Op3: TRACK
170.072,Task Assigned,Op3: TRACK
175.467,Task Assigned,Op0: SYSMON
180.011,Task Created,15
180.362,Task Assigned,Op1: SYSMON
182.483,Task Missed,RESMAN
182.763,Task Missed,SYSMON
182.924,Task Missed,TRACK
183.235,Task Missed,TRACK
183.877,Task Missed,SYSMON
187.136,Task Missed,RESMAN
188.854,Task Assigned,Op1: SYSMON
192.872,Task Assigned,Op5: SYSMON
200.232,Task Missed,SYSMON
201.672,Task Assigned,Op3: RESMAN
204.017,Task Assigned,Op4: TRACK
205.901,Task Assigned,Op5: COMM
209.140,Task Assigned,Op5: COMM
210.007,Task Created,15
210.314,Task Missed,RESMAN
211.090,Task Missed,TRACK
211.546,Task Missed,TRACK
211.672,Task Assigned,Op1: SYSMON
212.137,Task Missed,TRACK
212.141,Task Missed,RESMAN
212.514,Task Missed,SYSMON
212.533,Task Missed,COMM
212.807,Task Missed,TRACK
213.143,Task Missed,TRACK
213.692,Task Missed,RESMAN
214.113,Task Missed,COMM
215.672,Task Assigned,Op1: SYSMON
216.691,Task Assigned,Op0: RESMAN
219.578,Task Assigned,Op1: COMM
222.630,Task Assigned,Op2: SYSMON
235.339,Task Assigned,Op0: SYSMON
240.002,Task Created,10
241.186,Task Missed,SYSMON
241.242,Task Assigned,Op2: TRACK
241.391,Task Assigned,Op2: RESMAN
241.475,Task Missed,TRACK
241.502,Task Missed,COMM
242.403,Task Missed,SYSMON
244.423,Task Assigned,Op5: SYSMON
245.182,Task Assigned,Op5: RESMAN
248.478,Task Assigned,Op4: SYSMON
249.416,Task Assigned,Op4: RESMAN
252.806,Task Assigned,Op3: RESMAN
253.697,Task Assigned,Op3: TRACK
261.704,Task Assigned,Op0: SYSMON
262.382,Task Assigned,Op0: SYSMON
267.021,Task Assigned,Op1: RESMAN
267.917,Task Assigned,Op1: SYSMON
270.005,Task Created,15
272.186,Task Assigned,Op1: TRACK
276.870,Task Assigned,Op5: RESMAN
277.870,Task Assigned,Op4: TRACK
279.797,Task Assigned,Op4: COMM
282.954,Task Assigned,Op4: RESMAN
287.962,Task Missed,SYSMON
289.178,Task Missed,SYSMON
289.769,Task Assigned,Op5: RESMAN
290.089,Task Missed,TRACK
290.333,Task Missed,SYSMON
290.559,Task Assigned,Op5: SYSMON
291.242,Task Missed,TRACK
