Time (s),Event type,Data
0.007,Task Created,10
4.878,Task Assigned,Op4: RESMAN
6.365,Task Assigned,Op4: COMM
7.997,Task Assigned,Op4: COMM
9.772,Task Assigned,Op4: COMM
11.689,Task Assigned,Op4: COMM
13.673,Task Assigned,Op4: COMM
15.009,Task Created,5
18.258,Task Assigned,Op1: COMM
18.824,Task Assigned,Op1: SYSMON
20.732,Task Assigned,Op1: SYSMON
20.815,Task Missed,RESMAN
23.171,Task Assigned,Op1: SYSMON
23.778,Task Assigned,Op1: TRACK
29.881,Task Assigned,Op1: SYSMON
30.014,Task Created,5
30.845,Task Assigned,Op1: RESMAN
37.536,Task Assigned,Op1: TRACK
38.490,Task Assigned,Op1: COMM
47.219,Task Assigned,Op2: RESMAN
48.257,Task Assigned,Op2: RESMAN
54.064,Task Assigned,Op2: RESMAN
54.927,Task Assigned,Op2: SYSMON
57.486,Task Assigned,Op2: TRACK
60.004,Task Created,20
76.694,Task Assigned,Op2: TRACK
77.571,Task Assigned,Op2: SYSMON
80.328,Task Assigned,Op2: RESMAN
83.884,Task Assigned,Op2: TRACK
84.756,Task Assigned,Op2: COMM
90.021,Task Created,10
93.072,Task Assigned,Op3: TRACK
93.850,Task Assigned,Op3: TRACK
95.294,Task Assigned,Op3: TRACK
96.876,Task Assigned,Op3: RESMAN
98.544,Task Assigned,Op3: TRACK
100.293,Task Assigned,Op3: SYSMON
102.935,Task Assigned,Op3: SYSMON
106.489,Task Assigned,Op4: SYSMON
107.904,Task Assigned,Op4: RESMAN
109.271,Task Assigned,Op4: COMM
110.681,Task Assigned,Op4: SYSMON
113.127,Task Assigned,Op4: COMM
117.895,Task Assigned,Op3: TRACK
120.082,Task Created,10
120.322,Task Assigned,Op3: SYSMON
123.731,Task Assigned,Op3: SYSMON
125.600,Task Assigned,Op3: SYSMON
127.858,Task Assigned,Op3: RESMAN
130.343,Task Assigned,Op3: COMM
132.454,Task Assigned,Op3: RESMAN
134.370,Task Assigned,Op3: TRACK
136.526,Task Missed,RESMAN
137.629,Task Assigned,Op4: COMM
139.655,Task Assigned,Op4: TRACK
141.874,Task Assigned,Op4: RESMAN
145.276,Task Assigned,Op4: RESMAN
146.413,Task Assigned,Op4: TRACK
150.079,Task Created,10
154.226,Task Assigned,Op5: COMM
158.162,Task Assigned,Op5: COMM
160.843,Task Assigned,Op4: RESMAN
162.557,Task Assigned,Op3: COMM
164.772,Task Assigned,Op3: TRACK
165.432,Task Assigned,Op3: TRACK
169.027,Task Assigned,Op0: TRACK
169.823,Task Assigned,Op0: TRACK
171.701,Task Assigned,Op0: COMM
173.183,Task Assigned,Op0: SYSMON
176.140,Task Assigned,Op0: TRACK
177.069,Task Assigned,Op0: TRACK
180.010,Task Created,15
180.346,Task Assigned,Op0: TRACK
181.192,Task Assigned,Op0: COMM
184.721,Task Assigned,Op0: RESMAN
188.535,Task Assigned,Op0: TRACK
189.650,Task Assigned,Op0: RESMAN
210.007,Task Created,15
213.413,Task Assigned,Op0: COMM
214.200,Task Assigned,Op0: TRACK
216.049,Task Missed,SYSMON
217.697,Task Assigned,Op0: RESMAN
218.546,Task Assigned,Op0: TRACK
221.723,Task Assigned,Op0: TRACK
222.553,Task Assigned,Op0: RESMAN
225.668,Task Assigned,Op0: SYSMON
226.957,Task Assigned,Op0: TRACK
231.764,Task Assigned,Op0: TRACK
234.236,Task Assigned,Op1: TRACK
236.704,Task Assigned,Op1: SYSMON
239.952,Task Assigned,Op1: RESMAN
240.048,Task Created,10
240.504,Task Assigned,Op1: SYSMON
243.245,Task Assigned,Op1: SYSMON
243.974,Task Assigned,Op1: SYSMON
245.997,Task Assigned,Op1: RESMAN
246.606,Task Assigned,Op1: TRACK
249.384,Task Missed,RESMAN
249.954,Task Assigned,Op5: TRACK
250.781,Task Missed,RESMAN
251.056,Task Assigned,Op5: COMM
253.457,Task Missed,COMM
253.563,Task Assigned,Op5: RESMAN
255.369,Task Assigned,Op5: TRACK
256.008,Task Assigned,Op5: COMM
258.032,Task Assigned,Op5: SYSMON
258.069,Task Assigned,Op5: SYSMON
258.673,Task Assigned,Op5: SYSMON
261.365,Task Assigned,Op5: COMM
263.591,Task Assigned,Op5: RESMAN
