Time (s),Event type,Data
0.006,Task Created,10
3.947,Task Assigned,Op0: TRACK
6.434,Task Assigned,Op1: SYSMON
10.242,Task Assigned,Op3: TRACK
13.966,Task Assigned,Op3: RESMAN
15.019,Task Created,5
16.578,Task Assigned,Op2: RESMAN
22.234,Task Assigned,Op1: TRACK
22.279,Task Assigned,Op1: TRACK
28.401,Task Assigned,Op1: SYSMON
28.491,Task Assigned,Op1: COMM
30.004,Task Created,5
31.811,Task Missed,TRACK
34.463,Task Assigned,Op1: SYSMON
34.466,Task Assigned,Op1: RESMAN
39.819,Task Assigned,Op0: COMM
39.866,Task Assigned,Op0: RESMAN
43.651,Task Assigned,Op2: RESMAN
43.710,Task Assigned,Op2: TRACK
48.328,Task Assigned,Op2: TRACK
48.378,Task Assigned,Op2: TRACK
55.368,Task Assigned,Op2: TRACK
59.945,Task Assigned,Op0: RESMAN
60.011,Task Created,20
63.330,Task Assigned,Op2: RESMAN
65.853,Task Assigned,Op3: RESMAN
70.523,Task Assigned,Op3: SYSMON
73.205,Task Assigned,Op5: TRACK
76.561,Task Assigned,Op5: TRACK
76.564,Task Assigned,Op5: COMM
82.187,Task Assigned,Op0: RESMAN
82.187,Task Assigned,Op0: TRACK
85.211,Task Assigned,Op4: COMM
85.230,Task Assigned,Op4: SYSMON
87.969,Task Assigned,Op4: SYSMON
88.036,Task Assigned,Op4: RESMAN
90.001,Task Created,10
94.859,Task Assigned,Op3: COMM
99.483,Task Assigned,Op0: SYSMON
103.814,Task Assigned,Op3: SYSMON
109.874,Task Assigned,Op5: COMM
118.529,Task Assigned,Op3: COMM
120.007,Task Created,10
122.185,Task Missed,SYSMON
124.463,Task Assigned,Op1: COMM
127.434,Task Assigned,Op5: SYSMON
131.476,Task Assigned,Op4: SYSMON
133.740,Task Assigned,Op5: COMM
136.153,Task Assigned,Op3: TRACK
139.526,Task Assigned,Op3: TRACK
139.569,Task Assigned,Op3: SYSMON
141.709,Task Assigned,Op4: SYSMON
141.752,Task Assigned,Op4: RESMAN
144.488,Task Assigned,Op5: TRACK
146.850,Task Assigned,Op5: SYSMON
150.000,Task Created,10
150.520,Task Assigned,Op0: RESMAN
154.873,Task Assigned,Op1: SYSMON
154.898,Task Assigned,Op1: SYSMON
162.743,Task Assigned,Op0: SYSMON
162.817,Task Assigned,Op0: COMM
172.632,Task Assigned,Op2: COMM
172.632,Task Assigned,Op2: SYSMON
180.010,Task Created,15
181.213,Task Assigned,Op4: SYSMON
181.640,Task Missed,SYSMON
186.002,Task Assigned,Op5: COMM
190.058,Task Assigned,Op5: SYSMON
194.141,Task Assigned,Op4: COMM
196.812,Task Assigned,Op1: SYSMON
200.518,Task Assigned,Op1: TRACK
200.521,Task Assigned,Op1: RESMAN
203.631,Task Assigned,Op1: RESMAN
203.650,Task Assigned,Op1: TRACK
207.007,Task Assigned,Op1: RESMAN
207.009,Task Assigned,Op1: TRACK
210.008,Task Created,15
212.464,Task Assigned,Op0: TRACK
212.511,Task Assigned,Op0: TRACK
214.500,Task Missed,COMM
214.791,Task Missed,RESMAN
217.893,Task Assigned,Op2: RESMAN
217.945,Task Assigned,Op2: TRACK
221.898,Task Assigned,Op2: RESMAN
221.901,Task Assigned,Op2: RESMAN
226.442,Task Assigned,Op3: RESMAN
226.468,Task Assigned,Op3: TRACK
229.459,Task Assigned,Op4: TRACK
229.522,Task Assigned,Op4: RESMAN
235.453,Task Assigned,Op5: TRACK
237.498,Task Assigned,Op0: RESMAN
240.012,Task Created,10
245.048,Task Assigned,Op5: RESMAN
247.299,Task Assigned,Op0: RESMAN
251.675,Task Assigned,Op2: TRACK
251.712,Task Assigned,Op2: TRACK
259.807,Task Assigned,Op4: RESMAN
261.790,Task Assigned,Op3: TRACK
264.879,Task Assigned,Op5: COMM
269.558,Task Assigned,Op3: COMM
270.008,Task Created,15
272.041,Task Assigned,Op5: TRACK
272.294,Task Missed,RESMAN
272.630,Task Missed,SYSMON
272.921,Task Missed,COMM
273.773,Task Assigned,Op4: COMM
275.510,Task Assigned,Op4: RESMAN
278.716,Task Assigned,Op5: COMM
